lon,lat,vs30,vs30measured
172.314,-43.913,760.0,1
172.323,-43.913,760.0,1
172.332,-43.913,760.0,1
172.341,-43.913,760.0,1
172.35,-43.913,760.0,1
172.359,-43.913,760.0,1
172.368,-43.913,760.0,1
172.377,-43.913,760.0,1
172.386,-43.913,760.0,1
172.395,-43.913,760.0,1
172.404,-43.913,760.0,1
172.413,-43.913,760.0,1
172.422,-43.913,760.0,1
172.431,-43.913,760.0,1
172.44,-43.913,760.0,1
172.449,-43.913,760.0,1
172.458,-43.913,760.0,1
172.467,-43.913,760.0,1
172.476,-43.913,760.0,1
172.485,-43.913,760.0,1
172.494,-43.913,760.0,1
172.503,-43.913,760.0,1
172.512,-43.913,760.0,1
172.521,-43.913,760.0,1
172.53,-43.913,760.0,1
172.539,-43.913,760.0,1
172.548,-43.913,760.0,1
172.557,-43.913,760.0,1
172.566,-43.913,760.0,1
172.575,-43.913,760.0,1
172.584,-43.913,760.0,1
172.593,-43.913,760.0,1
172.602,-43.913,760.0,1
172.611,-43.913,760.0,1
172.62,-43.913,760.0,1
172.629,-43.913,760.0,1
172.638,-43.913,760.0,1
172.647,-43.913,760.0,1
172.656,-43.913,760.0,1
172.665,-43.913,760.0,1
172.674,-43.913,760.0,1
172.683,-43.913,760.0,1
172.692,-43.913,760.0,1
172.701,-43.913,760.0,1
172.71,-43.913,760.0,1
172.719,-43.913,760.0,1
172.728,-43.913,760.0,1
172.737,-43.913,760.0,1
172.746,-43.913,760.0,1
172.755,-43.913,760.0,1
172.764,-43.913,760.0,1
172.773,-43.913,760.0,1
172.782,-43.913,760.0,1
172.791,-43.913,760.0,1
172.8,-43.913,760.0,1
172.809,-43.913,760.0,1
172.818,-43.913,760.0,1
172.827,-43.913,760.0,1
172.836,-43.913,760.0,1
172.845,-43.913,760.0,1
172.854,-43.913,760.0,1
172.863,-43.913,760.0,1
172.872,-43.913,760.0,1
172.881,-43.913,760.0,1
172.89,-43.913,760.0,1
172.899,-43.913,760.0,1
172.908,-43.913,760.0,1
172.917,-43.913,760.0,1
172.926,-43.913,760.0,1
172.935,-43.913,760.0,1
172.944,-43.913,760.0,1
172.953,-43.913,760.0,1
172.962,-43.913,760.0,1
172.971,-43.913,760.0,1
172.98,-43.913,760.0,1
172.989,-43.913,760.0,1
172.998,-43.913,760.0,1
173.007,-43.913,760.0,1
173.016,-43.913,760.0,1
173.025,-43.913,760.0,1
173.034,-43.913,760.0,1
173.043,-43.913,760.0,1
173.052,-43.913,760.0,1
173.061,-43.913,760.0,1
173.07,-43.913,760.0,1
173.079,-43.913,760.0,1
173.088,-43.913,760.0,1
173.097,-43.913,760.0,1
173.106,-43.913,760.0,1
173.115,-43.913,760.0,1
173.124,-43.913,760.0,1
173.133,-43.913,760.0,1
173.142,-43.913,760.0,1
173.151,-43.913,760.0,1
173.16,-43.913,760.0,1
173.169,-43.913,760.0,1
173.178,-43.913,760.0,1
173.187,-43.913,760.0,1
173.196,-43.913,760.0,1
173.205,-43.913,760.0,1
173.214,-43.913,760.0,1
173.223,-43.913,760.0,1
173.232,-43.913,760.0,1
173.241,-43.913,760.0,1
173.25,-43.913,760.0,1
173.259,-43.913,760.0,1
173.268,-43.913,760.0,1
173.277,-43.913,760.0,1
173.286,-43.913,760.0,1
173.295,-43.913,760.0,1
173.304,-43.913,760.0,1
173.313,-43.913,760.0,1
173.322,-43.913,760.0,1
173.331,-43.913,760.0,1
173.34,-43.913,760.0,1
173.349,-43.913,760.0,1
173.358,-43.913,760.0,1
173.367,-43.913,760.0,1
173.376,-43.913,760.0,1
173.385,-43.913,760.0,1
173.394,-43.913,760.0,1
172.161,-43.904,760.0,1
172.17,-43.904,760.0,1
172.179,-43.904,760.0,1
172.188,-43.904,760.0,1
172.197,-43.904,760.0,1
172.206,-43.904,760.0,1
172.215,-43.904,760.0,1
172.224,-43.904,760.0,1
172.233,-43.904,760.0,1
172.242,-43.904,760.0,1
172.251,-43.904,760.0,1
172.26,-43.904,760.0,1
172.269,-43.904,760.0,1
172.278,-43.904,760.0,1
172.287,-43.904,760.0,1
172.296,-43.904,760.0,1
172.305,-43.904,760.0,1
172.314,-43.904,760.0,1
172.323,-43.904,760.0,1
172.332,-43.904,760.0,1
172.341,-43.904,760.0,1
172.35,-43.904,760.0,1
172.359,-43.904,760.0,1
172.368,-43.904,760.0,1
172.377,-43.904,760.0,1
172.386,-43.904,760.0,1
172.395,-43.904,760.0,1
172.404,-43.904,760.0,1
172.413,-43.904,760.0,1
172.422,-43.904,760.0,1
172.431,-43.904,760.0,1
172.44,-43.904,760.0,1
172.449,-43.904,760.0,1
172.458,-43.904,760.0,1
172.467,-43.904,760.0,1
172.476,-43.904,760.0,1
172.485,-43.904,760.0,1
172.494,-43.904,760.0,1
172.503,-43.904,760.0,1
172.512,-43.904,760.0,1
172.521,-43.904,760.0,1
172.53,-43.904,760.0,1
172.539,-43.904,760.0,1
172.548,-43.904,760.0,1
172.557,-43.904,760.0,1
172.566,-43.904,760.0,1
172.575,-43.904,760.0,1
172.584,-43.904,760.0,1
172.593,-43.904,760.0,1
172.602,-43.904,760.0,1
172.611,-43.904,760.0,1
172.62,-43.904,760.0,1
172.629,-43.904,760.0,1
172.638,-43.904,760.0,1
172.647,-43.904,760.0,1
172.656,-43.904,760.0,1
172.665,-43.904,760.0,1
172.674,-43.904,760.0,1
172.683,-43.904,760.0,1
172.692,-43.904,760.0,1
172.701,-43.904,760.0,1
172.71,-43.904,760.0,1
172.719,-43.904,760.0,1
172.728,-43.904,760.0,1
172.737,-43.904,760.0,1
172.746,-43.904,760.0,1
172.755,-43.904,760.0,1
172.764,-43.904,760.0,1
172.773,-43.904,760.0,1
172.782,-43.904,760.0,1
172.791,-43.904,760.0,1
172.8,-43.904,760.0,1
172.809,-43.904,760.0,1
172.818,-43.904,760.0,1
172.827,-43.904,760.0,1
172.836,-43.904,760.0,1
172.845,-43.904,760.0,1
172.854,-43.904,760.0,1
172.863,-43.904,760.0,1
172.872,-43.904,760.0,1
172.881,-43.904,760.0,1
172.89,-43.904,760.0,1
172.899,-43.904,760.0,1
172.908,-43.904,760.0,1
172.917,-43.904,760.0,1
172.926,-43.904,760.0,1
172.935,-43.904,760.0,1
172.944,-43.904,760.0,1
172.953,-43.904,760.0,1
172.962,-43.904,760.0,1
172.971,-43.904,760.0,1
172.98,-43.904,760.0,1
172.989,-43.904,760.0,1
172.998,-43.904,760.0,1
173.007,-43.904,760.0,1
173.016,-43.904,760.0,1
173.025,-43.904,760.0,1
173.034,-43.904,760.0,1
173.043,-43.904,760.0,1
173.052,-43.904,760.0,1
173.061,-43.904,760.0,1
173.07,-43.904,760.0,1
173.079,-43.904,760.0,1
173.088,-43.904,760.0,1
173.097,-43.904,760.0,1
173.106,-43.904,760.0,1
173.115,-43.904,760.0,1
173.124,-43.904,760.0,1
173.133,-43.904,760.0,1
173.142,-43.904,760.0,1
173.151,-43.904,760.0,1
173.16,-43.904,760.0,1
173.169,-43.904,760.0,1
173.178,-43.904,760.0,1
173.187,-43.904,760.0,1
173.196,-43.904,760.0,1
173.205,-43.904,760.0,1
173.214,-43.904,760.0,1
173.223,-43.904,760.0,1
173.232,-43.904,760.0,1
173.241,-43.904,760.0,1
173.25,-43.904,760.0,1
173.259,-43.904,760.0,1
173.268,-43.904,760.0,1
173.277,-43.904,760.0,1
173.286,-43.904,760.0,1
173.295,-43.904,760.0,1
173.304,-43.904,760.0,1
173.313,-43.904,760.0,1
173.322,-43.904,760.0,1
173.331,-43.904,760.0,1
173.34,-43.904,760.0,1
173.349,-43.904,760.0,1
173.358,-43.904,760.0,1
173.367,-43.904,760.0,1
173.376,-43.904,760.0,1
173.385,-43.904,760.0,1
173.394,-43.904,760.0,1
172.161,-43.895,760.0,1
172.17,-43.895,760.0,1
172.179,-43.895,760.0,1
172.188,-43.895,760.0,1
172.197,-43.895,760.0,1
172.206,-43.895,760.0,1
172.215,-43.895,760.0,1
172.224,-43.895,760.0,1
172.233,-43.895,760.0,1
172.242,-43.895,760.0,1
172.251,-43.895,760.0,1
172.26,-43.895,760.0,1
172.269,-43.895,760.0,1
172.278,-43.895,760.0,1
172.287,-43.895,760.0,1
172.296,-43.895,760.0,1
172.305,-43.895,760.0,1
172.314,-43.895,760.0,1
172.323,-43.895,760.0,1
172.332,-43.895,760.0,1
172.341,-43.895,760.0,1
172.35,-43.895,760.0,1
172.359,-43.895,760.0,1
172.368,-43.895,760.0,1
172.377,-43.895,760.0,1
172.386,-43.895,760.0,1
172.395,-43.895,760.0,1
172.404,-43.895,760.0,1
172.413,-43.895,760.0,1
172.422,-43.895,760.0,1
172.431,-43.895,760.0,1
172.44,-43.895,760.0,1
172.449,-43.895,760.0,1
172.458,-43.895,760.0,1
172.467,-43.895,760.0,1
172.476,-43.895,760.0,1
172.485,-43.895,760.0,1
172.494,-43.895,760.0,1
172.503,-43.895,760.0,1
172.512,-43.895,760.0,1
172.521,-43.895,760.0,1
172.53,-43.895,760.0,1
172.539,-43.895,760.0,1
172.548,-43.895,760.0,1
172.557,-43.895,760.0,1
172.566,-43.895,760.0,1
172.575,-43.895,760.0,1
172.584,-43.895,760.0,1
172.593,-43.895,760.0,1
172.602,-43.895,760.0,1
172.611,-43.895,760.0,1
172.62,-43.895,760.0,1
172.629,-43.895,760.0,1
172.638,-43.895,760.0,1
172.647,-43.895,760.0,1
172.656,-43.895,760.0,1
172.665,-43.895,760.0,1
172.674,-43.895,760.0,1
172.683,-43.895,760.0,1
172.692,-43.895,760.0,1
172.701,-43.895,760.0,1
172.71,-43.895,760.0,1
172.719,-43.895,760.0,1
172.728,-43.895,760.0,1
172.737,-43.895,760.0,1
172.746,-43.895,760.0,1
172.755,-43.895,760.0,1
172.764,-43.895,760.0,1
172.773,-43.895,760.0,1
172.782,-43.895,760.0,1
172.791,-43.895,760.0,1
172.8,-43.895,760.0,1
172.809,-43.895,760.0,1
172.818,-43.895,760.0,1
172.827,-43.895,760.0,1
172.836,-43.895,760.0,1
172.845,-43.895,760.0,1
172.854,-43.895,760.0,1
172.863,-43.895,760.0,1
172.872,-43.895,760.0,1
172.881,-43.895,760.0,1
172.89,-43.895,760.0,1
172.899,-43.895,760.0,1
172.908,-43.895,760.0,1
172.917,-43.895,760.0,1
172.926,-43.895,760.0,1
172.935,-43.895,760.0,1
172.944,-43.895,760.0,1
172.953,-43.895,760.0,1
172.962,-43.895,760.0,1
172.971,-43.895,760.0,1
172.98,-43.895,760.0,1
172.989,-43.895,760.0,1
172.998,-43.895,760.0,1
173.007,-43.895,760.0,1
173.016,-43.895,760.0,1
173.025,-43.895,760.0,1
173.034,-43.895,760.0,1
173.043,-43.895,760.0,1
173.052,-43.895,760.0,1
173.061,-43.895,760.0,1
173.07,-43.895,760.0,1
173.079,-43.895,760.0,1
173.088,-43.895,760.0,1
173.097,-43.895,760.0,1
173.106,-43.895,760.0,1
173.115,-43.895,760.0,1
173.124,-43.895,760.0,1
173.133,-43.895,760.0,1
173.142,-43.895,760.0,1
173.151,-43.895,760.0,1
173.16,-43.895,760.0,1
173.169,-43.895,760.0,1
173.178,-43.895,760.0,1
173.187,-43.895,760.0,1
173.196,-43.895,760.0,1
173.205,-43.895,760.0,1
173.214,-43.895,760.0,1
173.223,-43.895,760.0,1
173.232,-43.895,760.0,1
173.241,-43.895,760.0,1
173.25,-43.895,760.0,1
173.259,-43.895,760.0,1
173.268,-43.895,760.0,1
173.277,-43.895,760.0,1
173.286,-43.895,760.0,1
173.295,-43.895,760.0,1
173.304,-43.895,760.0,1
173.313,-43.895,760.0,1
173.322,-43.895,760.0,1
173.331,-43.895,760.0,1
173.34,-43.895,760.0,1
173.349,-43.895,760.0,1
173.358,-43.895,760.0,1
173.367,-43.895,760.0,1
173.376,-43.895,760.0,1
173.385,-43.895,760.0,1
173.394,-43.895,760.0,1
172.161,-43.886,760.0,1
172.17,-43.886,760.0,1
172.179,-43.886,760.0,1
172.188,-43.886,760.0,1
172.197,-43.886,760.0,1
172.206,-43.886,760.0,1
172.215,-43.886,760.0,1
172.224,-43.886,760.0,1
172.233,-43.886,760.0,1
172.242,-43.886,760.0,1
172.251,-43.886,760.0,1
172.26,-43.886,760.0,1
172.269,-43.886,760.0,1
172.278,-43.886,760.0,1
172.287,-43.886,760.0,1
172.296,-43.886,760.0,1
172.305,-43.886,760.0,1
172.314,-43.886,760.0,1
172.323,-43.886,760.0,1
172.332,-43.886,760.0,1
172.341,-43.886,760.0,1
172.35,-43.886,760.0,1
172.359,-43.886,760.0,1
172.368,-43.886,760.0,1
172.377,-43.886,760.0,1
172.386,-43.886,760.0,1
172.395,-43.886,760.0,1
172.404,-43.886,760.0,1
172.413,-43.886,760.0,1
172.422,-43.886,760.0,1
172.431,-43.886,760.0,1
172.44,-43.886,760.0,1
172.449,-43.886,760.0,1
172.458,-43.886,760.0,1
172.467,-43.886,760.0,1
172.476,-43.886,760.0,1
172.485,-43.886,760.0,1
172.494,-43.886,760.0,1
172.503,-43.886,760.0,1
172.512,-43.886,760.0,1
172.521,-43.886,760.0,1
172.53,-43.886,760.0,1
172.539,-43.886,760.0,1
172.548,-43.886,760.0,1
172.557,-43.886,760.0,1
172.566,-43.886,760.0,1
172.575,-43.886,760.0,1
172.584,-43.886,760.0,1
172.593,-43.886,760.0,1
172.602,-43.886,760.0,1
172.611,-43.886,760.0,1
172.62,-43.886,760.0,1
172.629,-43.886,760.0,1
172.638,-43.886,760.0,1
172.647,-43.886,760.0,1
172.656,-43.886,760.0,1
172.665,-43.886,760.0,1
172.674,-43.886,760.0,1
172.683,-43.886,760.0,1
172.692,-43.886,760.0,1
172.701,-43.886,760.0,1
172.71,-43.886,760.0,1
172.719,-43.886,760.0,1
172.728,-43.886,760.0,1
172.737,-43.886,760.0,1
172.746,-43.886,760.0,1
172.755,-43.886,760.0,1
172.764,-43.886,760.0,1
172.773,-43.886,760.0,1
172.782,-43.886,760.0,1
172.791,-43.886,760.0,1
172.8,-43.886,760.0,1
172.809,-43.886,760.0,1
172.818,-43.886,760.0,1
172.827,-43.886,760.0,1
172.836,-43.886,760.0,1
172.845,-43.886,760.0,1
172.854,-43.886,760.0,1
172.863,-43.886,760.0,1
172.872,-43.886,760.0,1
172.881,-43.886,760.0,1
172.89,-43.886,760.0,1
172.899,-43.886,760.0,1
172.908,-43.886,760.0,1
172.917,-43.886,760.0,1
172.926,-43.886,760.0,1
172.935,-43.886,760.0,1
172.944,-43.886,760.0,1
172.953,-43.886,760.0,1
172.962,-43.886,760.0,1
172.971,-43.886,760.0,1
172.98,-43.886,760.0,1
172.989,-43.886,760.0,1
172.998,-43.886,760.0,1
173.007,-43.886,760.0,1
173.016,-43.886,760.0,1
173.025,-43.886,760.0,1
173.034,-43.886,760.0,1
173.043,-43.886,760.0,1
173.052,-43.886,760.0,1
173.061,-43.886,760.0,1
173.07,-43.886,760.0,1
173.079,-43.886,760.0,1
173.088,-43.886,760.0,1
173.097,-43.886,760.0,1
173.106,-43.886,760.0,1
173.115,-43.886,760.0,1
173.124,-43.886,760.0,1
173.133,-43.886,760.0,1
173.142,-43.886,760.0,1
173.151,-43.886,760.0,1
173.16,-43.886,760.0,1
173.169,-43.886,760.0,1
173.178,-43.886,760.0,1
173.187,-43.886,760.0,1
173.196,-43.886,760.0,1
173.205,-43.886,760.0,1
173.214,-43.886,760.0,1
173.223,-43.886,760.0,1
173.232,-43.886,760.0,1
173.241,-43.886,760.0,1
173.25,-43.886,760.0,1
173.259,-43.886,760.0,1
173.268,-43.886,760.0,1
173.277,-43.886,760.0,1
173.286,-43.886,760.0,1
173.295,-43.886,760.0,1
173.304,-43.886,760.0,1
173.313,-43.886,760.0,1
173.322,-43.886,760.0,1
173.331,-43.886,760.0,1
173.34,-43.886,760.0,1
173.349,-43.886,760.0,1
173.358,-43.886,760.0,1
173.367,-43.886,760.0,1
173.376,-43.886,760.0,1
173.385,-43.886,760.0,1
173.394,-43.886,760.0,1
172.161,-43.877,760.0,1
172.17,-43.877,760.0,1
172.179,-43.877,760.0,1
172.188,-43.877,760.0,1
172.197,-43.877,760.0,1
172.206,-43.877,760.0,1
172.215,-43.877,760.0,1
172.224,-43.877,760.0,1
172.233,-43.877,760.0,1
172.242,-43.877,760.0,1
172.251,-43.877,760.0,1
172.26,-43.877,760.0,1
172.269,-43.877,760.0,1
172.278,-43.877,760.0,1
172.287,-43.877,760.0,1
172.296,-43.877,760.0,1
172.305,-43.877,760.0,1
172.314,-43.877,760.0,1
172.323,-43.877,760.0,1
172.332,-43.877,760.0,1
172.341,-43.877,760.0,1
172.35,-43.877,760.0,1
172.359,-43.877,760.0,1
172.368,-43.877,760.0,1
172.377,-43.877,760.0,1
172.386,-43.877,760.0,1
172.395,-43.877,760.0,1
172.404,-43.877,760.0,1
172.413,-43.877,760.0,1
172.422,-43.877,760.0,1
172.431,-43.877,760.0,1
172.44,-43.877,760.0,1
172.449,-43.877,760.0,1
172.458,-43.877,760.0,1
172.467,-43.877,760.0,1
172.476,-43.877,760.0,1
172.485,-43.877,760.0,1
172.494,-43.877,760.0,1
172.503,-43.877,760.0,1
172.512,-43.877,760.0,1
172.521,-43.877,760.0,1
172.53,-43.877,760.0,1
172.539,-43.877,760.0,1
172.548,-43.877,760.0,1
172.557,-43.877,760.0,1
172.566,-43.877,760.0,1
172.575,-43.877,760.0,1
172.584,-43.877,760.0,1
172.593,-43.877,760.0,1
172.602,-43.877,760.0,1
172.611,-43.877,760.0,1
172.62,-43.877,760.0,1
172.629,-43.877,760.0,1
172.638,-43.877,760.0,1
172.647,-43.877,760.0,1
172.656,-43.877,760.0,1
172.665,-43.877,760.0,1
172.674,-43.877,760.0,1
172.683,-43.877,760.0,1
172.692,-43.877,760.0,1
172.701,-43.877,760.0,1
172.71,-43.877,760.0,1
172.719,-43.877,760.0,1
172.728,-43.877,760.0,1
172.737,-43.877,760.0,1
172.746,-43.877,760.0,1
172.755,-43.877,760.0,1
172.764,-43.877,760.0,1
172.773,-43.877,760.0,1
172.782,-43.877,760.0,1
172.791,-43.877,760.0,1
172.8,-43.877,760.0,1
172.809,-43.877,760.0,1
172.818,-43.877,760.0,1
172.827,-43.877,760.0,1
172.836,-43.877,760.0,1
172.845,-43.877,760.0,1
172.854,-43.877,760.0,1
172.863,-43.877,760.0,1
172.872,-43.877,760.0,1
172.881,-43.877,760.0,1
172.89,-43.877,760.0,1
172.899,-43.877,760.0,1
172.908,-43.877,760.0,1
172.917,-43.877,760.0,1
172.926,-43.877,760.0,1
172.935,-43.877,760.0,1
172.944,-43.877,760.0,1
172.953,-43.877,760.0,1
172.962,-43.877,760.0,1
172.971,-43.877,760.0,1
172.98,-43.877,760.0,1
172.989,-43.877,760.0,1
172.998,-43.877,760.0,1
173.007,-43.877,760.0,1
173.016,-43.877,760.0,1
173.025,-43.877,760.0,1
173.034,-43.877,760.0,1
173.043,-43.877,760.0,1
173.052,-43.877,760.0,1
173.061,-43.877,760.0,1
173.07,-43.877,760.0,1
173.079,-43.877,760.0,1
173.088,-43.877,760.0,1
173.097,-43.877,760.0,1
173.106,-43.877,760.0,1
173.115,-43.877,760.0,1
173.124,-43.877,760.0,1
173.133,-43.877,760.0,1
173.142,-43.877,760.0,1
173.151,-43.877,760.0,1
173.16,-43.877,760.0,1
173.169,-43.877,760.0,1
173.178,-43.877,760.0,1
173.187,-43.877,760.0,1
173.196,-43.877,760.0,1
173.205,-43.877,760.0,1
173.214,-43.877,760.0,1
173.223,-43.877,760.0,1
173.232,-43.877,760.0,1
173.241,-43.877,760.0,1
173.25,-43.877,760.0,1
173.259,-43.877,760.0,1
173.268,-43.877,760.0,1
173.277,-43.877,760.0,1
173.286,-43.877,760.0,1
173.295,-43.877,760.0,1
173.304,-43.877,760.0,1
173.313,-43.877,760.0,1
173.322,-43.877,760.0,1
173.331,-43.877,760.0,1
173.34,-43.877,760.0,1
173.349,-43.877,760.0,1
173.358,-43.877,760.0,1
173.367,-43.877,760.0,1
173.376,-43.877,760.0,1
173.385,-43.877,760.0,1
173.394,-43.877,760.0,1
172.161,-43.868,760.0,1
172.17,-43.868,760.0,1
172.179,-43.868,760.0,1
172.188,-43.868,760.0,1
172.197,-43.868,760.0,1
172.206,-43.868,760.0,1
172.215,-43.868,760.0,1
172.224,-43.868,760.0,1
172.233,-43.868,760.0,1
172.242,-43.868,760.0,1
172.251,-43.868,760.0,1
172.26,-43.868,760.0,1
172.269,-43.868,760.0,1
172.278,-43.868,760.0,1
172.287,-43.868,760.0,1
172.296,-43.868,760.0,1
172.305,-43.868,760.0,1
172.314,-43.868,760.0,1
172.323,-43.868,760.0,1
172.332,-43.868,760.0,1
172.341,-43.868,760.0,1
172.35,-43.868,760.0,1
172.359,-43.868,760.0,1
172.368,-43.868,760.0,1
172.377,-43.868,760.0,1
172.386,-43.868,760.0,1
172.395,-43.868,760.0,1
172.404,-43.868,760.0,1
172.413,-43.868,760.0,1
172.422,-43.868,760.0,1
172.431,-43.868,760.0,1
172.44,-43.868,760.0,1
172.449,-43.868,760.0,1
172.458,-43.868,760.0,1
172.467,-43.868,760.0,1
172.476,-43.868,760.0,1
172.485,-43.868,760.0,1
172.494,-43.868,760.0,1
172.503,-43.868,760.0,1
172.512,-43.868,760.0,1
172.521,-43.868,760.0,1
172.53,-43.868,760.0,1
172.539,-43.868,760.0,1
172.548,-43.868,760.0,1
172.557,-43.868,760.0,1
172.566,-43.868,760.0,1
172.575,-43.868,760.0,1
172.584,-43.868,760.0,1
172.593,-43.868,760.0,1
172.602,-43.868,760.0,1
172.611,-43.868,760.0,1
172.62,-43.868,760.0,1
172.629,-43.868,760.0,1
172.638,-43.868,760.0,1
172.647,-43.868,760.0,1
172.656,-43.868,760.0,1
172.665,-43.868,760.0,1
172.674,-43.868,760.0,1
172.683,-43.868,760.0,1
172.692,-43.868,760.0,1
172.701,-43.868,760.0,1
172.71,-43.868,760.0,1
172.719,-43.868,760.0,1
172.728,-43.868,760.0,1
172.737,-43.868,760.0,1
172.746,-43.868,760.0,1
172.755,-43.868,760.0,1
172.764,-43.868,760.0,1
172.773,-43.868,760.0,1
172.782,-43.868,760.0,1
172.791,-43.868,760.0,1
172.8,-43.868,760.0,1
172.809,-43.868,760.0,1
172.818,-43.868,760.0,1
172.827,-43.868,760.0,1
172.836,-43.868,760.0,1
172.845,-43.868,760.0,1
172.854,-43.868,760.0,1
172.863,-43.868,760.0,1
172.872,-43.868,760.0,1
172.881,-43.868,760.0,1
172.89,-43.868,760.0,1
172.899,-43.868,760.0,1
172.908,-43.868,760.0,1
172.917,-43.868,760.0,1
172.926,-43.868,760.0,1
172.935,-43.868,760.0,1
172.944,-43.868,760.0,1
172.953,-43.868,760.0,1
172.962,-43.868,760.0,1
172.971,-43.868,760.0,1
172.98,-43.868,760.0,1
172.989,-43.868,760.0,1
172.998,-43.868,760.0,1
173.007,-43.868,760.0,1
173.016,-43.868,760.0,1
173.025,-43.868,760.0,1
173.034,-43.868,760.0,1
173.043,-43.868,760.0,1
173.052,-43.868,760.0,1
173.061,-43.868,760.0,1
173.07,-43.868,760.0,1
173.079,-43.868,760.0,1
173.088,-43.868,760.0,1
173.097,-43.868,760.0,1
173.106,-43.868,760.0,1
173.115,-43.868,760.0,1
173.124,-43.868,760.0,1
173.133,-43.868,760.0,1
173.142,-43.868,760.0,1
173.151,-43.868,760.0,1
173.16,-43.868,760.0,1
173.169,-43.868,760.0,1
173.178,-43.868,760.0,1
173.187,-43.868,760.0,1
173.196,-43.868,760.0,1
173.205,-43.868,760.0,1
173.214,-43.868,760.0,1
173.223,-43.868,760.0,1
173.232,-43.868,760.0,1
173.241,-43.868,760.0,1
173.25,-43.868,760.0,1
173.259,-43.868,760.0,1
173.268,-43.868,760.0,1
173.277,-43.868,760.0,1
173.286,-43.868,760.0,1
173.295,-43.868,760.0,1
173.304,-43.868,760.0,1
173.313,-43.868,760.0,1
173.322,-43.868,760.0,1
173.331,-43.868,760.0,1
173.34,-43.868,760.0,1
173.349,-43.868,760.0,1
173.358,-43.868,760.0,1
173.367,-43.868,760.0,1
173.376,-43.868,760.0,1
173.385,-43.868,760.0,1
173.394,-43.868,760.0,1
172.161,-43.859,760.0,1
172.17,-43.859,760.0,1
172.179,-43.859,760.0,1
172.188,-43.859,760.0,1
172.197,-43.859,760.0,1
172.206,-43.859,760.0,1
172.215,-43.859,760.0,1
172.224,-43.859,760.0,1
172.233,-43.859,760.0,1
172.242,-43.859,760.0,1
172.251,-43.859,760.0,1
172.26,-43.859,760.0,1
172.269,-43.859,760.0,1
172.278,-43.859,760.0,1
172.287,-43.859,760.0,1
172.296,-43.859,760.0,1
172.305,-43.859,760.0,1
172.314,-43.859,760.0,1
172.323,-43.859,760.0,1
172.332,-43.859,760.0,1
172.341,-43.859,760.0,1
172.35,-43.859,760.0,1
172.359,-43.859,760.0,1
172.368,-43.859,760.0,1
172.377,-43.859,760.0,1
172.386,-43.859,760.0,1
172.395,-43.859,760.0,1
172.404,-43.859,760.0,1
172.413,-43.859,760.0,1
172.422,-43.859,760.0,1
172.431,-43.859,760.0,1
172.44,-43.859,760.0,1
172.449,-43.859,760.0,1
172.458,-43.859,760.0,1
172.467,-43.859,760.0,1
172.476,-43.859,760.0,1
172.485,-43.859,760.0,1
172.494,-43.859,760.0,1
172.503,-43.859,760.0,1
172.512,-43.859,760.0,1
172.521,-43.859,760.0,1
172.53,-43.859,760.0,1
172.539,-43.859,760.0,1
172.548,-43.859,760.0,1
172.557,-43.859,760.0,1
172.566,-43.859,760.0,1
172.575,-43.859,760.0,1
172.584,-43.859,760.0,1
172.593,-43.859,760.0,1
172.602,-43.859,760.0,1
172.611,-43.859,760.0,1
172.62,-43.859,760.0,1
172.629,-43.859,760.0,1
172.638,-43.859,760.0,1
172.647,-43.859,760.0,1
172.656,-43.859,760.0,1
172.665,-43.859,760.0,1
172.674,-43.859,760.0,1
172.683,-43.859,760.0,1
172.692,-43.859,760.0,1
172.701,-43.859,760.0,1
172.71,-43.859,760.0,1
172.719,-43.859,760.0,1
172.728,-43.859,760.0,1
172.737,-43.859,760.0,1
172.746,-43.859,760.0,1
172.755,-43.859,760.0,1
172.764,-43.859,760.0,1
172.773,-43.859,760.0,1
172.782,-43.859,760.0,1
172.791,-43.859,760.0,1
172.8,-43.859,760.0,1
172.809,-43.859,760.0,1
172.818,-43.859,760.0,1
172.827,-43.859,760.0,1
172.836,-43.859,760.0,1
172.845,-43.859,760.0,1
172.854,-43.859,760.0,1
172.863,-43.859,760.0,1
172.872,-43.859,760.0,1
172.881,-43.859,760.0,1
172.89,-43.859,760.0,1
172.899,-43.859,760.0,1
172.908,-43.859,760.0,1
172.917,-43.859,760.0,1
172.926,-43.859,760.0,1
172.935,-43.859,760.0,1
172.944,-43.859,760.0,1
172.953,-43.859,760.0,1
172.962,-43.859,760.0,1
172.971,-43.859,760.0,1
172.98,-43.859,760.0,1
172.989,-43.859,760.0,1
172.998,-43.859,760.0,1
173.007,-43.859,760.0,1
173.016,-43.859,760.0,1
173.025,-43.859,760.0,1
173.034,-43.859,760.0,1
173.043,-43.859,760.0,1
173.052,-43.859,760.0,1
173.061,-43.859,760.0,1
173.07,-43.859,760.0,1
173.079,-43.859,760.0,1
173.088,-43.859,760.0,1
173.097,-43.859,760.0,1
173.106,-43.859,760.0,1
173.115,-43.859,760.0,1
173.124,-43.859,760.0,1
173.133,-43.859,760.0,1
173.142,-43.859,760.0,1
173.151,-43.859,760.0,1
173.16,-43.859,760.0,1
173.169,-43.859,760.0,1
173.178,-43.859,760.0,1
173.187,-43.859,760.0,1
173.196,-43.859,760.0,1
173.205,-43.859,760.0,1
173.214,-43.859,760.0,1
173.223,-43.859,760.0,1
173.232,-43.859,760.0,1
173.241,-43.859,760.0,1
