#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.24.1', start_date='2026-03-04T10:33:37', checksum=3862909754"
custom_site_id,lon,lat,gmv_PGA,gsd_PGA,gmv_SA(0.1),gsd_SA(0.1),gmv_SA(0.3),gsd_SA(0.3),gmv_SA(0.5),gsd_SA(0.5),gmv_SA(0.7),gsd_SA(0.7),gmv_SA(1.0),gsd_SA(1.0),gmv_SA(1.5),gsd_SA(1.5)
rb4vcfmj,1.72701E+02,-4.39760E+01,3.62967E-02,1.35905E+00,7.58803E-02,1.36182E+00,7.19988E-02,1.36312E+00,5.02283E-02,1.36169E+00,3.64846E-02,1.36127E+00,2.43215E-02,1.35605E+00,1.38173E-02,1.35345E+00
rb4vf47t,1.72710E+02,-4.39760E+01,3.61626E-02,1.35930E+00,7.55876E-02,1.36198E+00,7.17369E-02,1.36327E+00,5.00538E-02,1.36174E+00,3.63614E-02,1.36128E+00,2.42418E-02,1.35602E+00,1.37738E-02,1.35354E+00
rb4vf66j,1.72719E+02,-4.39760E+01,3.60139E-02,1.35956E+00,7.52628E-02,1.36215E+00,7.14463E-02,1.36345E+00,4.98601E-02,1.36180E+00,3.62246E-02,1.36130E+00,2.41534E-02,1.35601E+00,1.37255E-02,1.35365E+00
rb4vfd2t,1.72728E+02,-4.39760E+01,3.58509E-02,1.35987E+00,7.49069E-02,1.36236E+00,7.11276E-02,1.36364E+00,4.96479E-02,1.36186E+00,3.60748E-02,1.36132E+00,2.40565E-02,1.35599E+00,1.36726E-02,1.35376E+00
rb4vfdrj,1.72737E+02,-4.39760E+01,3.56741E-02,1.36020E+00,7.45207E-02,1.36258E+00,7.07821E-02,1.36385E+00,4.94177E-02,1.36193E+00,3.59122E-02,1.36135E+00,2.39513E-02,1.35596E+00,1.36152E-02,1.35391E+00
rb4vffmv,1.72746E+02,-4.39760E+01,3.54840E-02,1.36056E+00,7.41055E-02,1.36282E+00,7.04104E-02,1.36408E+00,4.91701E-02,1.36201E+00,3.57373E-02,1.36138E+00,2.38382E-02,1.35594E+00,1.35534E-02,1.35406E+00
rb4vg4km,1.72755E+02,-4.39760E+01,3.52811E-02,1.36096E+00,7.36625E-02,1.36309E+00,7.00137E-02,1.36434E+00,4.89058E-02,1.36210E+00,3.55507E-02,1.36141E+00,2.37175E-02,1.35592E+00,1.34875E-02,1.35422E+00
rb4vg66v,1.72764E+02,-4.39760E+01,3.50659E-02,1.36138E+00,7.31926E-02,1.36337E+00,6.95931E-02,1.36462E+00,4.86255E-02,1.36219E+00,3.53528E-02,1.36145E+00,2.35894E-02,1.35591E+00,1.34175E-02,1.35437E+00
rb4vgd3m,1.72773E+02,-4.39760E+01,3.48390E-02,1.36185E+00,7.26972E-02,1.36368E+00,6.91495E-02,1.36491E+00,4.83301E-02,1.36231E+00,3.51441E-02,1.36150E+00,2.34543E-02,1.35588E+00,1.33437E-02,1.35457E+00
rb4vgf2j,1.72782E+02,-4.39760E+01,3.46010E-02,1.36234E+00,7.21777E-02,1.36401E+00,6.86841E-02,1.36523E+00,4.80204E-02,1.36245E+00,3.49252E-02,1.36155E+00,2.33127E-02,1.35586E+00,1.32663E-02,1.35477E+00
rb4vgfqt,1.72791E+02,-4.39760E+01,3.43524E-02,1.36286E+00,7.16351E-02,1.36436E+00,6.81982E-02,1.36557E+00,4.76970E-02,1.36259E+00,3.46965E-02,1.36162E+00,2.31647E-02,1.35584E+00,1.31855E-02,1.35498E+00
rb4vu4mj,1.72800E+02,-4.39760E+01,3.40940E-02,1.36343E+00,7.10709E-02,1.36473E+00,6.76929E-02,1.36593E+00,4.73606E-02,1.36274E+00,3.44589E-02,1.36170E+00,2.30108E-02,1.35583E+00,1.31014E-02,1.35523E+00
rb4vu67t,1.72809E+02,-4.39760E+01,3.38262E-02,1.36402E+00,7.04864E-02,1.36513E+00,6.71693E-02,1.36631E+00,4.70121E-02,1.36291E+00,3.42128E-02,1.36179E+00,2.28513E-02,1.35583E+00,1.30142E-02,1.35547E+00
rb4vud6j,1.72818E+02,-4.39760E+01,3.35496E-02,1.36465E+00,6.98830E-02,1.36555E+00,6.66286E-02,1.36672E+00,4.66522E-02,1.36309E+00,3.39586E-02,1.36190E+00,2.26866E-02,1.35583E+00,1.29242E-02,1.35574E+00
rb4vuf2v,1.72827E+02,-4.39760E+01,3.32650E-02,1.36530E+00,6.92619E-02,1.36600E+00,6.60721E-02,1.36714E+00,4.62817E-02,1.36328E+00,3.36969E-02,1.36200E+00,2.25170E-02,1.35583E+00,1.28316E-02,1.35604E+00
rb4vufrm,1.72836E+02,-4.39760E+01,3.29728E-02,1.36600E+00,6.86245E-02,1.36646E+00,6.55008E-02,1.36759E+00,4.59013E-02,1.36348E+00,3.34283E-02,1.36212E+00,2.23429E-02,1.35583E+00,1.27364E-02,1.35632E+00
rb4vv4mv,1.72845E+02,-4.39760E+01,3.26738E-02,1.36674E+00,6.79721E-02,1.36696E+00,6.49161E-02,1.36807E+00,4.55120E-02,1.36370E+00,3.31533E-02,1.36226E+00,2.21646E-02,1.35584E+00,1.26390E-02,1.35665E+00
rb4vv6km,1.72854E+02,-4.39760E+01,3.23686E-02,1.36751E+00,6.73060E-02,1.36747E+00,6.43189E-02,1.36856E+00,4.51143E-02,1.36393E+00,3.28724E-02,1.36241E+00,2.19826E-02,1.35586E+00,1.25395E-02,1.35700E+00
rb4vvd6v,1.72863E+02,-4.39760E+01,3.20577E-02,1.36832E+00,6.66275E-02,1.36801E+00,6.37106E-02,1.36908E+00,4.47092E-02,1.36418E+00,3.25862E-02,1.36256E+00,2.17971E-02,1.35589E+00,1.24381E-02,1.35735E+00
rb4vvf3t,1.72872E+02,-4.39760E+01,3.17416E-02,1.36917E+00,6.59378E-02,1.36857E+00,6.30921E-02,1.36963E+00,4.42973E-02,1.36445E+00,3.22952E-02,1.36272E+00,2.16085E-02,1.35592E+00,1.23350E-02,1.35772E+00
rb4vy42j,1.72881E+02,-4.39760E+01,3.14208E-02,1.37005E+00,6.52382E-02,1.36916E+00,6.24645E-02,1.37019E+00,4.38793E-02,1.36473E+00,3.19999E-02,1.36291E+00,2.14171E-02,1.35596E+00,1.22303E-02,1.35811E+00
rb4vy4qt,1.72890E+02,-4.39760E+01,3.10960E-02,1.37097E+00,6.45300E-02,1.36978E+00,6.18290E-02,1.37079E+00,4.34559E-02,1.36501E+00,3.17008E-02,1.36311E+00,2.12232E-02,1.35601E+00,1.21243E-02,1.35854E+00
rb4vy6mj,1.72899E+02,-4.39760E+01,3.07676E-02,1.37192E+00,6.38143E-02,1.37044E+00,6.11865E-02,1.37141E+00,4.30279E-02,1.36533E+00,3.13984E-02,1.36332E+00,2.10272E-02,1.35608E+00,1.20171E-02,1.35897E+00
rb4vyd7v,1.72908E+02,-4.39760E+01,3.04361E-02,1.37291E+00,6.30921E-02,1.37111E+00,6.05380E-02,1.37205E+00,4.25958E-02,1.36566E+00,3.10931E-02,1.36354E+00,2.08293E-02,1.35617E+00,1.19089E-02,1.35944E+00
rb4vyf6m,1.72917E+02,-4.39760E+01,3.01021E-02,1.37394E+00,6.23643E-02,1.37181E+00,5.98845E-02,1.37272E+00,4.21604E-02,1.36601E+00,3.07854E-02,1.36379E+00,2.06298E-02,1.35624E+00,1.17997E-02,1.35993E+00
rb4vz42v,1.72926E+02,-4.39760E+01,2.97660E-02,1.37500E+00,6.16321E-02,1.37253E+00,5.92269E-02,1.37341E+00,4.17221E-02,1.36638E+00,3.04757E-02,1.36404E+00,2.04291E-02,1.35635E+00,1.16899E-02,1.36044E+00
rb4vz4rm,1.72935E+02,-4.39760E+01,2.94282E-02,1.37610E+00,6.08964E-02,1.37329E+00,5.85659E-02,1.37414E+00,4.12816E-02,1.36677E+00,3.01644E-02,1.36432E+00,2.02273E-02,1.35647E+00,1.15795E-02,1.36097E+00
rb4vz6mv,1.72944E+02,-4.39760E+01,2.90892E-02,1.37724E+00,6.01582E-02,1.37407E+00,5.79026E-02,1.37488E+00,4.08395E-02,1.36718E+00,2.98519E-02,1.36462E+00,2.00247E-02,1.35660E+00,1.14687E-02,1.36152E+00
rb4vzdkt,1.72953E+02,-4.39760E+01,2.87493E-02,1.37841E+00,5.94182E-02,1.37487E+00,5.72376E-02,1.37565E+00,4.03962E-02,1.36760E+00,2.95386E-02,1.36493E+00,1.98215E-02,1.35675E+00,1.13575E-02,1.36212E+00
rb4vzf7j,1.72962E+02,-4.39760E+01,2.84090E-02,1.37962E+00,5.86775E-02,1.37570E+00,5.65720E-02,1.37647E+00,3.99523E-02,1.36805E+00,2.92248E-02,1.36527E+00,1.96181E-02,1.35692E+00,1.12462E-02,1.36273E+00
rb5jb43t,1.72971E+02,-4.39760E+01,2.81040E-02,1.37953E+00,5.80100E-02,1.37535E+00,5.59768E-02,1.37657E+00,3.95581E-02,1.36811E+00,2.89475E-02,1.36528E+00,1.94390E-02,1.35675E+00,1.11488E-02,1.36242E+00
rb5jb62j,1.72980E+02,-4.39760E+01,2.78126E-02,1.37895E+00,5.73703E-02,1.37457E+00,5.54084E-02,1.37643E+00,3.91829E-02,1.36804E+00,2.86839E-02,1.36518E+00,1.92693E-02,1.35649E+00,1.10568E-02,1.36178E+00
rb5jb6qt,1.72989E+02,-4.39760E+01,2.75250E-02,1.37838E+00,5.67392E-02,1.37380E+00,5.48476E-02,1.37630E+00,3.88126E-02,1.36799E+00,2.84239E-02,1.36509E+00,1.91018E-02,1.35624E+00,1.09660E-02,1.36111E+00
rb5jbdmm,1.72998E+02,-4.39760E+01,2.72421E-02,1.37782E+00,5.61187E-02,1.37307E+00,5.42960E-02,1.37619E+00,3.84484E-02,1.36793E+00,2.81681E-02,1.36501E+00,1.89371E-02,1.35599E+00,1.08767E-02,1.36049E+00
rb5jbf7v,1.73007E+02,-4.39760E+01,2.69639E-02,1.37731E+00,5.55084E-02,1.37237E+00,5.37533E-02,1.37609E+00,3.80902E-02,1.36790E+00,2.79165E-02,1.36494E+00,1.87750E-02,1.35575E+00,1.07888E-02,1.35988E+00
rb5jc46m,1.73016E+02,-4.39760E+01,2.66901E-02,1.37679E+00,5.49081E-02,1.37168E+00,5.32195E-02,1.37601E+00,3.77377E-02,1.36788E+00,2.76689E-02,1.36488E+00,1.86156E-02,1.35551E+00,1.07024E-02,1.35928E+00
rb5jc62v,1.73025E+02,-4.39760E+01,2.64208E-02,1.37630E+00,5.43175E-02,1.37101E+00,5.26942E-02,1.37595E+00,3.73909E-02,1.36787E+00,2.74253E-02,1.36484E+00,1.84587E-02,1.35529E+00,1.06174E-02,1.35870E+00
rb5jc6rt,1.73034E+02,-4.39760E+01,2.61558E-02,1.37582E+00,5.37365E-02,1.37038E+00,5.21774E-02,1.37591E+00,3.70496E-02,1.36787E+00,2.71856E-02,1.36479E+00,1.83043E-02,1.35508E+00,1.05337E-02,1.35813E+00
rb5jcdqj,1.73043E+02,-4.39760E+01,2.58950E-02,1.37536E+00,5.31648E-02,1.36976E+00,5.16687E-02,1.37587E+00,3.67138E-02,1.36788E+00,2.69497E-02,1.36476E+00,1.81524E-02,1.35487E+00,1.04513E-02,1.35755E+00
rb5jcfkt,1.73052E+02,-4.39760E+01,2.56383E-02,1.37492E+00,5.26022E-02,1.36916E+00,5.11680E-02,1.37586E+00,3.63832E-02,1.36789E+00,2.67175E-02,1.36473E+00,1.80029E-02,1.35469E+00,1.03702E-02,1.35700E+00
rb5jf47j,1.73061E+02,-4.39760E+01,2.53856E-02,1.37450E+00,5.20486E-02,1.36859E+00,5.06752E-02,1.37587E+00,3.60577E-02,1.36793E+00,2.64889E-02,1.36471E+00,1.78556E-02,1.35449E+00,1.02904E-02,1.35646E+00
rb5jf63t,1.73070E+02,-4.39760E+01,2.51368E-02,1.37408E+00,5.15036E-02,1.36803E+00,5.01900E-02,1.37588E+00,3.57373E-02,1.36797E+00,2.62638E-02,1.36471E+00,1.77107E-02,1.35431E+00,1.02118E-02,1.35592E+00
rb5jfd2m,1.73079E+02,-4.39760E+01,2.48919E-02,1.37368E+00,5.09671E-02,1.36750E+00,4.97122E-02,1.37590E+00,3.54218E-02,1.36802E+00,2.60421E-02,1.36471E+00,1.75680E-02,1.35415E+00,1.01344E-02,1.35542E+00
rb5jfdqv,1.73088E+02,-4.39760E+01,2.46507E-02,1.37331E+00,5.04390E-02,1.36700E+00,4.92418E-02,1.37596E+00,3.51111E-02,1.36808E+00,2.58239E-02,1.36471E+00,1.74274E-02,1.35397E+00,1.00582E-02,1.35492E+00
rb5jffmm,1.73097E+02,-4.39760E+01,2.44132E-02,1.37294E+00,4.99190E-02,1.36651E+00,4.87785E-02,1.37601E+00,3.48051E-02,1.36816E+00,2.56089E-02,1.36474E+00,1.72890E-02,1.35382E+00,9.98314E-03,1.35440E+00
rb5jg47v,1.73106E+02,-4.39760E+01,2.41793E-02,1.37259E+00,4.94069E-02,1.36604E+00,4.83221E-02,1.37608E+00,3.45036E-02,1.36822E+00,2.53972E-02,1.36476E+00,1.71526E-02,1.35366E+00,9.90921E-03,1.35392E+00
rb5jg66m,1.73115E+02,-4.39760E+01,2.39489E-02,1.37226E+00,4.89026E-02,1.36558E+00,4.78726E-02,1.37617E+00,3.42067E-02,1.36831E+00,2.51886E-02,1.36479E+00,1.70183E-02,1.35351E+00,9.83637E-03,1.35345E+00
rb5jgd3j,1.73124E+02,-4.39760E+01,2.37218E-02,1.37192E+00,4.84059E-02,1.36515E+00,4.74298E-02,1.37626E+00,3.39141E-02,1.36840E+00,2.49830E-02,1.36482E+00,1.68860E-02,1.35337E+00,9.76460E-03,1.35298E+00
rb5jgdrt,1.73133E+02,-4.39760E+01,2.34982E-02,1.37162E+00,4.79167E-02,1.36474E+00,4.69934E-02,1.37636E+00,3.36259E-02,1.36851E+00,2.47805E-02,1.36486E+00,1.67555E-02,1.35324E+00,9.69388E-03,1.35253E+00
rb5jgfqj,1.73142E+02,-4.39760E+01,2.32778E-02,1.37132E+00,4.74347E-02,1.36434E+00,4.65635E-02,1.37649E+00,3.33418E-02,1.36862E+00,2.45809E-02,1.36491E+00,1.66270E-02,1.35310E+00,9.62419E-03,1.35207E+00
rb5ju4kt,1.73151E+02,-4.39760E+01,2.30607E-02,1.37103E+00,4.69599E-02,1.36396E+00,4.61398E-02,1.37662E+00,3.30619E-02,1.36874E+00,2.43842E-02,1.36496E+00,1.65004E-02,1.35299E+00,9.55550E-03,1.35163E+00
rb5ju67m,1.73160E+02,-4.39760E+01,2.28467E-02,1.37077E+00,4.64920E-02,1.36360E+00,4.57223E-02,1.37676E+00,3.27859E-02,1.36886E+00,2.41903E-02,1.36502E+00,1.63755E-02,1.35288E+00,9.48780E-03,1.35123E+00
rb5jud3v,1.73169E+02,-4.39760E+01,2.26357E-02,1.37051E+00,4.60310E-02,1.36326E+00,4.53107E-02,1.37692E+00,3.25139E-02,1.36899E+00,2.39992E-02,1.36510E+00,1.62524E-02,1.35276E+00,9.42104E-03,1.35078E+00
rb5juf2m,1.73178E+02,-4.39760E+01,2.24278E-02,1.37026E+00,4.55767E-02,1.36294E+00,4.49049E-02,1.37708E+00,3.22458E-02,1.36913E+00,2.38108E-02,1.36516E+00,1.61311E-02,1.35266E+00,9.35524E-03,1.35038E+00
rb5jufqv,1.73187E+02,-4.39760E+01,2.22229E-02,1.37003E+00,4.51289E-02,1.36262E+00,4.45049E-02,1.37725E+00,3.19814E-02,1.36928E+00,2.36250E-02,1.36524E+00,1.60114E-02,1.35254E+00,9.29036E-03,1.34998E+00
rb5jv4mm,1.73196E+02,-4.39760E+01,2.20208E-02,1.36980E+00,4.46876E-02,1.36233E+00,4.41105E-02,1.37744E+00,3.17207E-02,1.36943E+00,2.34418E-02,1.36532E+00,1.58934E-02,1.35244E+00,9.22637E-03,1.34960E+00
rb5jv6kj,1.73205E+02,-4.39760E+01,2.18216E-02,1.36959E+00,4.42526E-02,1.36206E+00,4.37218E-02,1.37764E+00,3.14637E-02,1.36959E+00,2.32611E-02,1.36541E+00,1.57771E-02,1.35237E+00,9.16329E-03,1.34921E+00
rb5jvd6t,1.73214E+02,-4.39760E+01,2.16237E-02,1.36940E+00,4.38206E-02,1.36179E+00,4.33355E-02,1.37785E+00,3.12082E-02,1.36975E+00,2.30816E-02,1.36550E+00,1.56615E-02,1.35227E+00,9.10059E-03,1.34883E+00
rb5jvf3j,1.73223E+02,-4.39760E+01,2.14259E-02,1.36920E+00,4.33888E-02,1.36154E+00,4.29494E-02,1.37806E+00,3.09529E-02,1.36993E+00,2.29021E-02,1.36560E+00,1.55460E-02,1.35218E+00,9.03791E-03,1.34845E+00
rb5jvfrt,1.73232E+02,-4.39760E+01,2.12282E-02,1.36901E+00,4.29576E-02,1.36131E+00,4.25636E-02,1.37829E+00,3.06978E-02,1.37011E+00,2.27228E-02,1.36569E+00,1.54305E-02,1.35210E+00,8.97529E-03,1.34809E+00
rb5jy4qj,1.73241E+02,-4.39760E+01,2.10310E-02,1.36883E+00,4.25273E-02,1.36108E+00,4.21785E-02,1.37854E+00,3.04431E-02,1.37030E+00,2.25438E-02,1.36581E+00,1.53152E-02,1.35202E+00,8.91275E-03,1.34771E+00
rb5jy6kv,1.73250E+02,-4.39760E+01,2.08341E-02,1.36866E+00,4.20980E-02,1.36086E+00,4.17942E-02,1.37879E+00,3.01889E-02,1.37050E+00,2.23651E-02,1.36592E+00,1.52001E-02,1.35194E+00,8.85032E-03,1.34734E+00
rb5jyd7m,1.73259E+02,-4.39760E+01,2.06378E-02,1.36850E+00,4.16699E-02,1.36067E+00,4.14109E-02,1.37906E+00,2.99352E-02,1.37070E+00,2.21868E-02,1.36605E+00,1.50853E-02,1.35188E+00,8.78805E-03,1.34698E+00
rb5jyf3v,1.73268E+02,-4.39760E+01,2.04420E-02,1.36836E+00,4.12433E-02,1.36048E+00,4.10287E-02,1.37934E+00,2.96824E-02,1.37091E+00,2.20090E-02,1.36617E+00,1.49708E-02,1.35179E+00,8.72594E-03,1.34662E+00
rb5jz42m,1.73277E+02,-4.39760E+01,2.02470E-02,1.36823E+00,4.08184E-02,1.36031E+00,4.06478E-02,1.37964E+00,2.94303E-02,1.37113E+00,2.18318E-02,1.36630E+00,1.48566E-02,1.35175E+00,8.66404E-03,1.34628E+00
rb5jz4rj,1.73286E+02,-4.39760E+01,2.00527E-02,1.36810E+00,4.03952E-02,1.36015E+00,4.02685E-02,1.37995E+00,2.91792E-02,1.37137E+00,2.16552E-02,1.36643E+00,1.47429E-02,1.35167E+00,8.60236E-03,1.34593E+00
rb5jz6mt,1.73295E+02,-4.39760E+01,1.98593E-02,1.36797E+00,3.99740E-02,1.36001E+00,3.98907E-02,1.38028E+00,2.89292E-02,1.37161E+00,2.14794E-02,1.36659E+00,1.46297E-02,1.35162E+00,8.54093E-03,1.34559E+00
rb5jzdkj,1.73304E+02,-4.39760E+01,1.96668E-02,1.36787E+00,3.95550E-02,1.35989E+00,3.95147E-02,1.38061E+00,2.86803E-02,1.37186E+00,2.13043E-02,1.36673E+00,1.45169E-02,1.35156E+00,8.47976E-03,1.34523E+00
rb5jzf6t,1.73313E+02,-4.39760E+01,1.94753E-02,1.36778E+00,3.91382E-02,1.35978E+00,3.91407E-02,1.38096E+00,2.84325E-02,1.37211E+00,2.11301E-02,1.36689E+00,1.44047E-02,1.35151E+00,8.41889E-03,1.34490E+00
rb5mb43j,1.73322E+02,-4.39760E+01,1.92848E-02,1.36768E+00,3.87238E-02,1.35968E+00,3.87686E-02,1.38131E+00,2.81861E-02,1.37237E+00,2.09568E-02,1.36706E+00,1.42931E-02,1.35146E+00,8.35832E-03,1.34457E+00
rb5mb4rv,1.73331E+02,-4.39760E+01,1.90954E-02,1.36761E+00,3.83120E-02,1.35960E+00,3.83986E-02,1.38170E+00,2.79410E-02,1.37265E+00,2.07844E-02,1.36722E+00,1.41820E-02,1.35142E+00,8.29808E-03,1.34425E+00
rb5mb6qm,1.73340E+02,-4.39760E+01,1.89072E-02,1.36754E+00,3.79028E-02,1.35954E+00,3.80308E-02,1.38208E+00,2.76973E-02,1.37292E+00,2.06130E-02,1.36739E+00,1.40716E-02,1.35138E+00,8.23818E-03,1.34393E+00
rb5mbdkv,1.73349E+02,-4.39760E+01,1.87202E-02,1.36749E+00,3.74963E-02,1.35948E+00,3.76654E-02,1.38248E+00,2.74552E-02,1.37321E+00,2.04426E-02,1.36758E+00,1.39619E-02,1.35134E+00,8.17864E-03,1.34363E+00
rb5mbf7m,1.73358E+02,-4.39760E+01,1.85344E-02,1.36745E+00,3.70927E-02,1.35945E+00,3.73023E-02,1.38288E+00,2.72145E-02,1.37351E+00,2.02733E-02,1.36776E+00,1.38528E-02,1.35131E+00,8.11946E-03,1.34331E+00
rb5mc43v,1.73367E+02,-4.39760E+01,1.83499E-02,1.36740E+00,3.66920E-02,1.35943E+00,3.69418E-02,1.38331E+00,2.69755E-02,1.37381E+00,2.01051E-02,1.36794E+00,1.37444E-02,1.35127E+00,8.06065E-03,1.34299E+00
rb5mc62t,1.73376E+02,-4.39760E+01,1.81667E-02,1.36737E+00,3.62944E-02,1.35943E+00,3.65838E-02,1.38374E+00,2.67381E-02,1.37412E+00,1.99381E-02,1.36814E+00,1.36368E-02,1.35125E+00,8.00226E-03,1.34271E+00
rb5mc6rj,1.73385E+02,-4.39760E+01,1.79849E-02,1.36737E+00,3.58999E-02,1.35944E+00,3.62284E-02,1.38420E+00,2.65024E-02,1.37443E+00,1.97722E-02,1.36834E+00,1.35299E-02,1.35122E+00,7.94426E-03,1.34242E+00
rb5mcdmt,1.73394E+02,-4.39760E+01,1.78045E-02,1.36737E+00,3.55085E-02,1.35948E+00,3.58756E-02,1.38465E+00,2.62684E-02,1.37476E+00,1.96075E-02,1.36854E+00,1.34238E-02,1.35120E+00,7.88668E-03,1.34212E+00
rb4mvs5c,1.72161E+02,-4.39670E+01,2.44881E-02,1.37284E+00,5.00782E-02,1.36651E+00,4.89207E-02,1.37594E+00,3.48998E-02,1.36830E+00,2.56771E-02,1.36503E+00,1.73326E-02,1.35404E+00,1.00074E-02,1.35467E+00
rb4mvu43,1.72170E+02,-4.39670E+01,2.47721E-02,1.37333E+00,5.07003E-02,1.36714E+00,4.94747E-02,1.37591E+00,3.52657E-02,1.36824E+00,2.59341E-02,1.36503E+00,1.74980E-02,1.35425E+00,1.00971E-02,1.35529E+00
rb4myh0c,1.72179E+02,-4.39670E+01,2.50586E-02,1.37383E+00,5.13278E-02,1.36779E+00,5.00333E-02,1.37589E+00,3.56345E-02,1.36819E+00,2.61931E-02,1.36505E+00,1.76647E-02,1.35445E+00,1.01875E-02,1.35590E+00
rb4myhp3,1.72188E+02,-4.39670E+01,2.53472E-02,1.37434E+00,5.19604E-02,1.36846E+00,5.05963E-02,1.37590E+00,3.60062E-02,1.36817E+00,2.64542E-02,1.36507E+00,1.78328E-02,1.35468E+00,1.02786E-02,1.35652E+00
rb4mykn1,1.72197E+02,-4.39670E+01,2.56380E-02,1.37487E+00,5.25978E-02,1.36915E+00,5.11635E-02,1.37592E+00,3.63807E-02,1.36815E+00,2.67172E-02,1.36511E+00,1.80021E-02,1.35491E+00,1.03703E-02,1.35715E+00
rb4mysh9,1.72206E+02,-4.39670E+01,2.59309E-02,1.37541E+00,5.32399E-02,1.36988E+00,5.17347E-02,1.37597E+00,3.67577E-02,1.36814E+00,2.69820E-02,1.36516E+00,1.81726E-02,1.35514E+00,1.04627E-02,1.35782E+00
rb4myu51,1.72215E+02,-4.39670E+01,2.62256E-02,1.37596E+00,5.38862E-02,1.37060E+00,5.23096E-02,1.37604E+00,3.71372E-02,1.36815E+00,2.72485E-02,1.36521E+00,1.83441E-02,1.35539E+00,1.05557E-02,1.35846E+00
rb4mzh19,1.72224E+02,-4.39670E+01,2.65222E-02,1.37655E+00,5.45366E-02,1.37136E+00,5.28879E-02,1.37613E+00,3.75189E-02,1.36818E+00,2.75166E-02,1.36529E+00,1.85167E-02,1.35564E+00,1.06492E-02,1.35911E+00
rb4mzk01,1.72233E+02,-4.39670E+01,2.68203E-02,1.37713E+00,5.51905E-02,1.37213E+00,5.34693E-02,1.37623E+00,3.79027E-02,1.36821E+00,2.77861E-02,1.36536E+00,1.86902E-02,1.35590E+00,1.07432E-02,1.35978E+00
rb4mzknc,1.72242E+02,-4.39670E+01,2.71198E-02,1.37774E+00,5.58478E-02,1.37293E+00,5.40535E-02,1.37635E+00,3.82883E-02,1.36826E+00,2.80569E-02,1.36545E+00,1.88645E-02,1.35616E+00,1.08377E-02,1.36046E+00
rb4mzsj3,1.72251E+02,-4.39670E+01,2.74206E-02,1.37834E+00,5.65079E-02,1.37374E+00,5.46401E-02,1.37650E+00,3.86755E-02,1.36833E+00,2.83289E-02,1.36555E+00,1.90396E-02,1.35644E+00,1.09326E-02,1.36114E+00
rb4mzu5c,1.72260E+02,-4.39670E+01,2.77225E-02,1.37897E+00,5.71704E-02,1.37457E+00,5.52288E-02,1.37666E+00,3.90641E-02,1.36840E+00,2.86017E-02,1.36565E+00,1.92152E-02,1.35672E+00,1.10278E-02,1.36181E+00
rb4tbh43,1.72269E+02,-4.39670E+01,2.80252E-02,1.37960E+00,5.78348E-02,1.37540E+00,5.58191E-02,1.37683E+00,3.94537E-02,1.36849E+00,2.88753E-02,1.36576E+00,1.93914E-02,1.35700E+00,1.11232E-02,1.36251E+00
rb4tbk11,1.72278E+02,-4.39670E+01,2.83315E-02,1.38014E+00,5.85069E-02,1.37615E+00,5.64166E-02,1.37696E+00,3.98483E-02,1.36855E+00,2.91526E-02,1.36586E+00,1.95699E-02,1.35726E+00,1.12201E-02,1.36312E+00
rb4tbkp9,1.72287E+02,-4.39670E+01,2.86864E-02,1.37890E+00,5.92797E-02,1.37532E+00,5.71108E-02,1.37614E+00,4.03112E-02,1.36810E+00,2.94798E-02,1.36553E+00,1.97820E-02,1.35710E+00,1.13361E-02,1.36249E+00
rb4tbsn1,1.72296E+02,-4.39670E+01,2.90421E-02,1.37771E+00,6.00543E-02,1.37451E+00,5.78067E-02,1.37535E+00,4.07751E-02,1.36766E+00,2.98076E-02,1.36522E+00,1.99945E-02,1.35696E+00,1.14523E-02,1.36189E+00
rb4tbuh9,1.72305E+02,-4.39670E+01,2.93983E-02,1.37654E+00,6.08302E-02,1.37372E+00,5.85034E-02,1.37458E+00,4.12396E-02,1.36725E+00,3.01358E-02,1.36492E+00,2.02072E-02,1.35682E+00,1.15687E-02,1.36131E+00
rb4tch51,1.72314E+02,-4.39670E+01,2.97547E-02,1.37541E+00,6.16064E-02,1.37295E+00,5.92004E-02,1.37383E+00,4.17042E-02,1.36686E+00,3.04641E-02,1.36464E+00,2.04199E-02,1.35670E+00,1.16851E-02,1.36075E+00
rb4tck1c,1.72323E+02,-4.39670E+01,3.01107E-02,1.37431E+00,6.23823E-02,1.37221E+00,5.98969E-02,1.37311E+00,4.21684E-02,1.36648E+00,3.07921E-02,1.36437E+00,2.06325E-02,1.35660E+00,1.18013E-02,1.36023E+00
rb4tcs03,1.72332E+02,-4.39670E+01,3.04662E-02,1.37324E+00,6.31570E-02,1.37150E+00,6.05921E-02,1.37241E+00,4.26317E-02,1.36612E+00,3.11195E-02,1.36412E+00,2.08447E-02,1.35652E+00,1.19173E-02,1.35972E+00
rb4tcsnc,1.72341E+02,-4.39670E+01,3.08206E-02,1.37222E+00,6.39295E-02,1.37080E+00,6.12853E-02,1.37174E+00,4.30937E-02,1.36577E+00,3.14459E-02,1.36389E+00,2.10561E-02,1.35643E+00,1.20330E-02,1.35924E+00
rb4tcuj3,1.72350E+02,-4.39670E+01,3.11735E-02,1.37121E+00,6.46988E-02,1.37012E+00,6.19755E-02,1.37108E+00,4.35536E-02,1.36546E+00,3.17708E-02,1.36367E+00,2.12667E-02,1.35638E+00,1.21481E-02,1.35875E+00
