#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.24.1', start_date='2026-03-04T10:33:37', checksum=3862909754"
custom_site_id,lon,lat,gmv_PGA,gsd_PGA,gmv_SA(0.1),gsd_SA(0.1),gmv_SA(0.3),gsd_SA(0.3),gmv_SA(0.5),gsd_SA(0.5),gmv_SA(0.7),gsd_SA(0.7),gmv_SA(1.0),gsd_SA(1.0),gmv_SA(1.5),gsd_SA(1.5)
rb4rq2q1,1.72197E+02,-4.37240E+01,4.35702E-02,1.34401E+00,9.16916E-02,1.34957E+00,8.62372E-02,1.35386E+00,5.97601E-02,1.35985E+00,4.32516E-02,1.36127E+00,2.87274E-02,1.35837E+00,1.62403E-02,1.34864E+00
rb4rq8k9,1.72206E+02,-4.37240E+01,4.46965E-02,1.34280E+00,9.41500E-02,1.34871E+00,8.84405E-02,1.35306E+00,6.12304E-02,1.35973E+00,4.42914E-02,1.36135E+00,2.94019E-02,1.35871E+00,1.66091E-02,1.34830E+00
rb4rqb71,1.72215E+02,-4.37240E+01,4.58645E-02,1.34162E+00,9.67002E-02,1.34787E+00,9.07259E-02,1.35228E+00,6.27555E-02,1.35962E+00,4.53701E-02,1.36144E+00,3.01017E-02,1.35906E+00,1.69916E-02,1.34797E+00
rb4rr039,1.72224E+02,-4.37240E+01,4.70763E-02,1.34049E+00,9.93459E-02,1.34706E+00,9.30969E-02,1.35152E+00,6.43379E-02,1.35952E+00,4.64894E-02,1.36155E+00,3.08278E-02,1.35942E+00,1.73884E-02,1.34767E+00
rb4rr221,1.72233E+02,-4.37240E+01,4.83335E-02,1.33940E+00,1.02091E-01,1.34628E+00,9.55570E-02,1.35078E+00,6.59800E-02,1.35943E+00,4.76508E-02,1.36166E+00,3.15813E-02,1.35978E+00,1.78002E-02,1.34739E+00
rb4rr2qc,1.72242E+02,-4.37240E+01,4.96381E-02,1.33836E+00,1.04940E-01,1.34553E+00,9.81100E-02,1.35006E+00,6.76844E-02,1.35936E+00,4.88564E-02,1.36178E+00,3.23634E-02,1.36014E+00,1.82274E-02,1.34712E+00
rb4rr8m3,1.72251E+02,-4.37240E+01,5.09919E-02,1.33735E+00,1.07897E-01,1.34480E+00,1.00760E-01,1.34937E+00,6.94534E-02,1.35929E+00,5.01077E-02,1.36189E+00,3.31752E-02,1.36050E+00,1.86709E-02,1.34688E+00
rb4rrb7c,1.72260E+02,-4.37240E+01,5.23969E-02,1.33639E+00,1.10965E-01,1.34410E+00,1.03510E-01,1.34868E+00,7.12898E-02,1.35923E+00,5.14068E-02,1.36202E+00,3.40180E-02,1.36087E+00,1.91312E-02,1.34663E+00
rb4x2063,1.72269E+02,-4.37240E+01,5.38550E-02,1.33547E+00,1.14150E-01,1.34343E+00,1.06364E-01,1.34802E+00,7.31962E-02,1.35918E+00,5.27555E-02,1.36215E+00,3.48929E-02,1.36122E+00,1.96090E-02,1.34639E+00
rb4x2231,1.72278E+02,-4.37240E+01,5.53682E-02,1.35023E+00,1.17454E-01,1.36727E+00,1.09326E-01,1.36267E+00,7.51751E-02,1.37413E+00,5.41555E-02,1.37721E+00,3.58013E-02,1.37652E+00,2.01049E-02,1.36150E+00
rb4x22r9,1.72287E+02,-4.37240E+01,5.69384E-02,1.34942E+00,1.20884E-01,1.36668E+00,1.12401E-01,1.36206E+00,7.72293E-02,1.37409E+00,5.56089E-02,1.37734E+00,3.67442E-02,1.37685E+00,2.06197E-02,1.36129E+00
rb4x28q1,1.72296E+02,-4.37240E+01,5.85674E-02,1.34865E+00,1.24442E-01,1.36611E+00,1.15591E-01,1.36146E+00,7.93612E-02,1.37405E+00,5.71175E-02,1.37746E+00,3.77229E-02,1.37717E+00,2.11539E-02,1.36109E+00
rb4x2bk9,1.72305E+02,-4.37240E+01,6.02572E-02,1.34792E+00,1.28132E-01,1.36558E+00,1.18900E-01,1.36088E+00,8.15734E-02,1.37401E+00,5.86829E-02,1.37757E+00,3.87387E-02,1.37749E+00,2.17081E-02,1.36090E+00
rb4x3071,1.72314E+02,-4.37240E+01,6.20093E-02,1.34723E+00,1.31959E-01,1.36507E+00,1.22332E-01,1.36032E+00,8.38681E-02,1.37396E+00,6.03070E-02,1.37768E+00,3.97924E-02,1.37778E+00,2.22830E-02,1.36071E+00
rb4x323c,1.72323E+02,-4.37240E+01,6.38254E-02,1.34659E+00,1.35924E-01,1.36459E+00,1.25890E-01,1.35977E+00,8.62477E-02,1.37392E+00,6.19912E-02,1.37779E+00,4.08853E-02,1.37807E+00,2.28792E-02,1.36054E+00
rb4x3823,1.72332E+02,-4.37240E+01,6.57594E-02,1.34582E+00,1.40150E-01,1.36413E+00,1.29673E-01,1.35897E+00,8.87682E-02,1.37360E+00,6.37700E-02,1.37766E+00,4.20374E-02,1.37813E+00,2.35059E-02,1.36026E+00
rb4x38qc,1.72341E+02,-4.37240E+01,6.77378E-02,1.34520E+00,1.44470E-01,1.36371E+00,1.33548E-01,1.35835E+00,9.13600E-02,1.37343E+00,6.56026E-02,1.37764E+00,4.32255E-02,1.37828E+00,2.41528E-02,1.36005E+00
rb4x3bm3,1.72350E+02,-4.37240E+01,6.97924E-02,1.34462E+00,1.48958E-01,1.36335E+00,1.37573E-01,1.35776E+00,9.40528E-02,1.37326E+00,6.75067E-02,1.37761E+00,4.44598E-02,1.37841E+00,2.48246E-02,1.35985E+00
rb4x607c,1.72359E+02,-4.37240E+01,7.19259E-02,1.34411E+00,1.53617E-01,1.36303E+00,1.41752E-01,1.35721E+00,9.68498E-02,1.37311E+00,6.94847E-02,1.37760E+00,4.57418E-02,1.37854E+00,2.55221E-02,1.35965E+00
rb4x6269,1.72368E+02,-4.37240E+01,7.41407E-02,1.34365E+00,1.58453E-01,1.36277E+00,1.46092E-01,1.35670E+00,9.97542E-02,1.37297E+00,7.15385E-02,1.37758E+00,4.70730E-02,1.37867E+00,2.62460E-02,1.35949E+00
rb4x6831,1.72377E+02,-4.37240E+01,7.64389E-02,1.34325E+00,1.63472E-01,1.36257E+00,1.50595E-01,1.35623E+00,1.02769E-01,1.37284E+00,7.36705E-02,1.37758E+00,4.84544E-02,1.37879E+00,2.69970E-02,1.35933E+00
rb4x68r9,1.72386E+02,-4.37240E+01,7.88228E-02,1.34292E+00,1.68678E-01,1.36243E+00,1.55266E-01,1.35581E+00,1.05897E-01,1.37272E+00,7.58824E-02,1.37758E+00,4.98873E-02,1.37890E+00,2.77756E-02,1.35920E+00
rb4x6bq1,1.72395E+02,-4.37240E+01,8.12939E-02,1.34265E+00,1.74075E-01,1.36236E+00,1.60108E-01,1.35543E+00,1.09140E-01,1.37262E+00,7.81755E-02,1.37758E+00,5.13725E-02,1.37900E+00,2.85821E-02,1.35908E+00
rb4x70kc,1.72404E+02,-4.37240E+01,8.38538E-02,1.34245E+00,1.79667E-01,1.36236E+00,1.65124E-01,1.35510E+00,1.12499E-01,1.37253E+00,8.05510E-02,1.37759E+00,5.29105E-02,1.37909E+00,2.94168E-02,1.35900E+00
rb4x7273,1.72413E+02,-4.37240E+01,8.65032E-02,1.34231E+00,1.85455E-01,1.36242E+00,1.70315E-01,1.35482E+00,1.15976E-01,1.37245E+00,8.30093E-02,1.37760E+00,5.45017E-02,1.37918E+00,3.02798E-02,1.35893E+00
rb4x783c,1.72422E+02,-4.37240E+01,8.92425E-02,1.34223E+00,1.91440E-01,1.36257E+00,1.75682E-01,1.35459E+00,1.19571E-01,1.37237E+00,8.55504E-02,1.37762E+00,5.61457E-02,1.37924E+00,3.11707E-02,1.35888E+00
rb4x7b23,1.72431E+02,-4.37240E+01,9.20813E-02,1.34224E+00,1.97645E-01,1.36282E+00,1.81242E-01,1.35444E+00,1.23294E-01,1.37232E+00,8.81815E-02,1.37764E+00,5.78468E-02,1.37931E+00,3.20916E-02,1.35887E+00
rb4x7bqc,1.72440E+02,-4.37240E+01,9.49885E-02,1.34228E+00,2.04001E-01,1.36309E+00,1.86937E-01,1.35427E+00,1.27108E-01,1.37223E+00,9.08765E-02,1.37762E+00,5.95892E-02,1.37933E+00,3.30343E-02,1.35885E+00
rb4xk0m9,1.72449E+02,-4.37240E+01,9.79690E-02,1.34234E+00,2.10518E-01,1.36342E+00,1.92775E-01,1.35414E+00,1.31018E-01,1.37213E+00,9.36389E-02,1.37759E+00,6.13744E-02,1.37933E+00,3.39994E-02,1.35884E+00
rb4xk2k1,1.72458E+02,-4.37240E+01,1.01016E-01,1.34246E+00,2.17182E-01,1.36381E+00,1.98742E-01,1.35404E+00,1.35014E-01,1.37204E+00,9.64616E-02,1.37755E+00,6.31980E-02,1.37932E+00,3.49844E-02,1.35886E+00
rb4xk869,1.72467E+02,-4.37240E+01,1.04119E-01,1.34263E+00,2.23973E-01,1.36425E+00,2.04820E-01,1.35398E+00,1.39084E-01,1.37194E+00,9.93357E-02,1.37750E+00,6.50538E-02,1.37928E+00,3.59860E-02,1.35888E+00
rb4xkb31,1.72476E+02,-4.37240E+01,1.07267E-01,1.34284E+00,2.30864E-01,1.36477E+00,2.10986E-01,1.35396E+00,1.43211E-01,1.37185E+00,1.02250E-01,1.37745E+00,6.69348E-02,1.37923E+00,3.70002E-02,1.35893E+00
rb4xkbr9,1.72485E+02,-4.37240E+01,1.10446E-01,1.34310E+00,2.37827E-01,1.36535E+00,2.17211E-01,1.35399E+00,1.47377E-01,1.37176E+00,1.05191E-01,1.37739E+00,6.88319E-02,1.37917E+00,3.80220E-02,1.35900E+00
rb4xm0q3,1.72494E+02,-4.37240E+01,1.13638E-01,1.34341E+00,2.44822E-01,1.36599E+00,2.23463E-01,1.35406E+00,1.51560E-01,1.37169E+00,1.08142E-01,1.37734E+00,7.07346E-02,1.37911E+00,3.90458E-02,1.35910E+00
rb4xm2kc,1.72503E+02,-4.37240E+01,1.16824E-01,1.34377E+00,2.51808E-01,1.36671E+00,2.29700E-01,1.35419E+00,1.55731E-01,1.37163E+00,1.11084E-01,1.37729E+00,7.26305E-02,1.37905E+00,4.00647E-02,1.35922E+00
rb4xm873,1.72512E+02,-4.37240E+01,1.19979E-01,1.34418E+00,2.58732E-01,1.36749E+00,2.35878E-01,1.35437E+00,1.59861E-01,1.37159E+00,1.13996E-01,1.37726E+00,7.45052E-02,1.37900E+00,4.10710E-02,1.35938E+00
rb4xmb3c,1.72521E+02,-4.37240E+01,1.23078E-01,1.34463E+00,2.65537E-01,1.36833E+00,2.41944E-01,1.35461E+00,1.63913E-01,1.37158E+00,1.16852E-01,1.37724E+00,7.63424E-02,1.37896E+00,4.20558E-02,1.35957E+00
rb4xq029,1.72530E+02,-4.37240E+01,1.26090E-01,1.34514E+00,2.72159E-01,1.36924E+00,2.47840E-01,1.35492E+00,1.67848E-01,1.37159E+00,1.19623E-01,1.37724E+00,7.81242E-02,1.37893E+00,4.30096E-02,1.35980E+00
rb4xq0r1,1.72539E+02,-4.37240E+01,1.28982E-01,1.34569E+00,2.78524E-01,1.37020E+00,2.53500E-01,1.35528E+00,1.71624E-01,1.37164E+00,1.22280E-01,1.37727E+00,7.98305E-02,1.37893E+00,4.39216E-02,1.36006E+00
rb4xq2m9,1.72548E+02,-4.37240E+01,1.31718E-01,1.34627E+00,2.84555E-01,1.37121E+00,2.58856E-01,1.35570E+00,1.75192E-01,1.37173E+00,1.24790E-01,1.37734E+00,8.14404E-02,1.37895E+00,4.47806E-02,1.36034E+00
rb4xq8k1,1.72557E+02,-4.37240E+01,1.34262E-01,1.34689E+00,2.90171E-01,1.37225E+00,2.63834E-01,1.35618E+00,1.78505E-01,1.37185E+00,1.27117E-01,1.37742E+00,8.29317E-02,1.37900E+00,4.55748E-02,1.36065E+00
rb4xqb69,1.72566E+02,-4.37240E+01,1.36575E-01,1.34753E+00,2.95286E-01,1.37331E+00,2.68359E-01,1.35669E+00,1.81512E-01,1.37201E+00,1.29227E-01,1.37754E+00,8.42818E-02,1.37908E+00,4.62922E-02,1.36098E+00
rb4xr033,1.72575E+02,-4.37240E+01,1.38619E-01,1.34819E+00,2.99816E-01,1.37436E+00,2.72358E-01,1.35725E+00,1.84163E-01,1.37220E+00,1.31085E-01,1.37769E+00,8.54684E-02,1.37918E+00,4.69213E-02,1.36132E+00
rb4xr0rc,1.72584E+02,-4.37240E+01,1.40358E-01,1.34883E+00,3.03680E-01,1.37539E+00,2.75757E-01,1.35782E+00,1.86412E-01,1.37242E+00,1.32658E-01,1.37785E+00,8.64706E-02,1.37930E+00,4.74509E-02,1.36166E+00
rb4xr2q3,1.72593E+02,-4.37240E+01,1.41773E-01,1.34933E+00,3.06838E-01,1.37620E+00,2.78524E-01,1.35823E+00,1.88235E-01,1.37248E+00,1.33929E-01,1.37787E+00,8.72778E-02,1.37931E+00,4.78750E-02,1.36192E+00
rb4xr8kc,1.72602E+02,-4.37240E+01,1.42819E-01,1.34980E+00,3.09188E-01,1.37695E+00,2.80569E-01,1.35864E+00,1.89574E-01,1.37257E+00,1.34857E-01,1.37790E+00,8.78646E-02,1.37933E+00,4.81811E-02,1.36215E+00
rb4xrb73,1.72611E+02,-4.37240E+01,1.43437E-01,1.35048E+00,3.10602E-01,1.37794E+00,2.81776E-01,1.35938E+00,1.90355E-01,1.37302E+00,1.35394E-01,1.37830E+00,8.82002E-02,1.37965E+00,4.83543E-02,1.36251E+00
rb4z2061,1.72620E+02,-4.37240E+01,1.43662E-01,1.35101E+00,3.11152E-01,1.37870E+00,2.82214E-01,1.35995E+00,1.90620E-01,1.37334E+00,1.35567E-01,1.37856E+00,8.83023E-02,1.37988E+00,4.84023E-02,1.36279E+00
rb4z2229,1.72629E+02,-4.37240E+01,1.43486E-01,1.35137E+00,3.10816E-01,1.37921E+00,2.81866E-01,1.36035E+00,1.90361E-01,1.37353E+00,1.35371E-01,1.37871E+00,8.81668E-02,1.38000E+00,4.83234E-02,1.36296E+00
rb4z22r1,1.72638E+02,-4.37240E+01,1.42901E-01,1.35163E+00,3.09580E-01,1.37956E+00,2.80718E-01,1.36067E+00,1.89569E-01,1.37369E+00,1.34800E-01,1.37882E+00,8.77911E-02,1.38011E+00,4.81165E-02,1.36308E+00
rb4z28m9,1.72647E+02,-4.37240E+01,1.41919E-01,1.35178E+00,3.07467E-01,1.37974E+00,2.78794E-01,1.36091E+00,1.88260E-01,1.37380E+00,1.33865E-01,1.37891E+00,8.71827E-02,1.38018E+00,4.77859E-02,1.36312E+00
rb4z2bk3,1.72656E+02,-4.37240E+01,1.40560E-01,1.35184E+00,3.04522E-01,1.37976E+00,2.76131E-01,1.36106E+00,1.86460E-01,1.37388E+00,1.32586E-01,1.37895E+00,8.63535E-02,1.38022E+00,4.73379E-02,1.36312E+00
rb4z306c,1.72665E+02,-4.37240E+01,1.38851E-01,1.35179E+00,3.00803E-01,1.37962E+00,2.72784E-01,1.36112E+00,1.84206E-01,1.37391E+00,1.30987E-01,1.37896E+00,8.53200E-02,1.38024E+00,4.67811E-02,1.36306E+00
rb4z3233,1.72674E+02,-4.37240E+01,1.36825E-01,1.35166E+00,2.96382E-01,1.37934E+00,2.68816E-01,1.36110E+00,1.81538E-01,1.37391E+00,1.29100E-01,1.37894E+00,8.41012E-02,1.38023E+00,4.61257E-02,1.36295E+00
rb4z32rc,1.72683E+02,-4.37240E+01,1.34519E-01,1.35145E+00,2.91341E-01,1.37894E+00,2.64299E-01,1.36102E+00,1.78507E-01,1.37387E+00,1.26956E-01,1.37889E+00,8.27187E-02,1.38018E+00,4.53832E-02,1.36280E+00
rb4z38q3,1.72692E+02,-4.37240E+01,1.31972E-01,1.35119E+00,2.85765E-01,1.37844E+00,2.59309E-01,1.36089E+00,1.75162E-01,1.37380E+00,1.24593E-01,1.37882E+00,8.11956E-02,1.38013E+00,4.45655E-02,1.36262E+00
rb4z3bm1,1.72701E+02,-4.37240E+01,1.29223E-01,1.35087E+00,2.79742E-01,1.37786E+00,2.53924E-01,1.36072E+00,1.71556E-01,1.37372E+00,1.22047E-01,1.37874E+00,7.95547E-02,1.38005E+00,4.36849E-02,1.36241E+00
rb4z6079,1.72710E+02,-4.37240E+01,1.26311E-01,1.35053E+00,2.73359E-01,1.37723E+00,2.48219E-01,1.36052E+00,1.67738E-01,1.37362E+00,1.19353E-01,1.37863E+00,7.78191E-02,1.37996E+00,4.27534E-02,1.36221E+00
rb4z6261,1.72719E+02,-4.37240E+01,1.23274E-01,1.35018E+00,2.66697E-01,1.37656E+00,2.42269E-01,1.36031E+00,1.63758E-01,1.37352E+00,1.16545E-01,1.37853E+00,7.60103E-02,1.37987E+00,4.17825E-02,1.36199E+00
rb4z6829,1.72728E+02,-4.37240E+01,1.20147E-01,1.34982E+00,2.59834E-01,1.37589E+00,2.36141E-01,1.36011E+00,1.59661E-01,1.37342E+00,1.13655E-01,1.37843E+00,7.41487E-02,1.37978E+00,4.07829E-02,1.36179E+00
rb4z68r1,1.72737E+02,-4.37240E+01,1.17000E-01,1.34949E+00,2.52927E-01,1.37523E+00,2.29975E-01,1.35992E+00,1.55540E-01,1.37332E+00,1.10748E-01,1.37832E+00,7.22763E-02,1.37968E+00,3.97772E-02,1.36159E+00
rb4z6bmc,1.72746E+02,-4.37240E+01,1.13970E-01,1.34919E+00,2.46275E-01,1.37462E+00,2.24037E-01,1.35976E+00,1.51571E-01,1.37324E+00,1.07950E-01,1.37823E+00,7.04733E-02,1.37958E+00,3.88082E-02,1.36143E+00
rb4z70k3,1.72755E+02,-4.37240E+01,1.11058E-01,1.34894E+00,2.39882E-01,1.37407E+00,2.18332E-01,1.35964E+00,1.47760E-01,1.37317E+00,1.05262E-01,1.37814E+00,6.87412E-02,1.37949E+00,3.78768E-02,1.36129E+00
rb4z726c,1.72764E+02,-4.37240E+01,1.08259E-01,1.34872E+00,2.33737E-01,1.37357E+00,2.12848E-01,1.35954E+00,1.44097E-01,1.37311E+00,1.02679E-01,1.37807E+00,6.70765E-02,1.37940E+00,3.69813E-02,1.36118E+00
rb4z7833,1.72773E+02,-4.37240E+01,1.05567E-01,1.34854E+00,2.27827E-01,1.37311E+00,2.07574E-01,1.35948E+00,1.40575E-01,1.37306E+00,1.00196E-01,1.37800E+00,6.54759E-02,1.37931E+00,3.61199E-02,1.36108E+00
rb4z7b21,1.72782E+02,-4.37240E+01,1.02977E-01,1.34839E+00,2.22140E-01,1.37270E+00,2.02500E-01,1.35943E+00,1.37187E-01,1.37302E+00,9.78073E-02,1.37793E+00,6.39361E-02,1.37923E+00,3.52908E-02,1.36101E+00
rb4z7bq9,1.72791E+02,-4.37240E+01,1.00484E-01,1.34828E+00,2.16666E-01,1.37233E+00,1.97617E-01,1.35942E+00,1.33927E-01,1.37299E+00,9.55088E-02,1.37787E+00,6.24542E-02,1.37914E+00,3.44925E-02,1.36094E+00
rb4zk0m1,1.72800E+02,-4.37240E+01,9.80834E-02,1.34819E+00,2.11394E-01,1.37200E+00,1.92914E-01,1.35942E+00,1.30788E-01,1.37296E+00,9.32960E-02,1.37781E+00,6.10272E-02,1.37905E+00,3.37235E-02,1.36088E+00
rb4zk279,1.72809E+02,-4.37240E+01,9.57704E-02,1.34813E+00,2.06314E-01,1.37171E+00,1.88383E-01,1.35945E+00,1.27765E-01,1.37295E+00,9.11645E-02,1.37776E+00,5.96527E-02,1.37896E+00,3.29825E-02,1.36085E+00
rb4zk861,1.72818E+02,-4.37240E+01,9.35411E-02,1.34810E+00,2.01419E-01,1.37145E+00,1.84017E-01,1.35950E+00,1.24852E-01,1.37293E+00,8.91107E-02,1.37770E+00,5.83280E-02,1.37887E+00,3.22680E-02,1.36083E+00
rb4zkb2c,1.72827E+02,-4.37240E+01,9.13914E-02,1.34809E+00,1.96698E-01,1.37122E+00,1.79806E-01,1.35956E+00,1.22043E-01,1.37293E+00,8.71307E-02,1.37765E+00,5.70508E-02,1.37877E+00,3.15789E-02,1.36081E+00
rb4zkbr3,1.72836E+02,-4.37240E+01,8.93177E-02,1.34812E+00,1.92144E-01,1.37103E+00,1.75745E-01,1.35964E+00,1.19334E-01,1.37292E+00,8.52211E-02,1.37760E+00,5.58189E-02,1.37867E+00,3.09140E-02,1.36081E+00
rb4zm0mc,1.72845E+02,-4.37240E+01,8.73165E-02,1.34817E+00,1.87749E-01,1.37087E+00,1.71826E-01,1.35974E+00,1.16720E-01,1.37292E+00,8.33787E-02,1.37755E+00,5.46302E-02,1.37857E+00,3.02722E-02,1.36082E+00
rb4zm2k3,1.72854E+02,-4.37240E+01,8.53844E-02,1.34824E+00,1.83505E-01,1.37073E+00,1.68042E-01,1.35986E+00,1.14197E-01,1.37293E+00,8.16002E-02,1.37750E+00,5.34826E-02,1.37847E+00,2.96523E-02,1.36083E+00
rb4zm86c,1.72863E+02,-4.37240E+01,8.35183E-02,1.34833E+00,1.79407E-01,1.37062E+00,1.64388E-01,1.35998E+00,1.11761E-01,1.37294E+00,7.98829E-02,1.37745E+00,5.23744E-02,1.37836E+00,2.90536E-02,1.36086E+00
rb4zmb39,1.72872E+02,-4.37240E+01,8.17152E-02,1.34844E+00,1.75448E-01,1.37054E+00,1.60857E-01,1.36013E+00,1.09407E-01,1.37295E+00,7.82239E-02,1.37741E+00,5.13037E-02,1.37824E+00,2.84749E-02,1.36089E+00
rb4zq021,1.72881E+02,-4.37240E+01,7.99724E-02,1.34858E+00,1.71620E-01,1.37048E+00,1.57445E-01,1.36028E+00,1.07133E-01,1.37296E+00,7.66206E-02,1.37736E+00,5.02689E-02,1.37813E+00,2.79154E-02,1.36092E+00
rb4zq0q9,1.72890E+02,-4.37240E+01,7.82872E-02,1.34873E+00,1.67920E-01,1.37044E+00,1.54146E-01,1.36045E+00,1.04934E-01,1.37297E+00,7.50706E-02,1.37731E+00,4.92683E-02,1.37801E+00,2.73743E-02,1.36096E+00
rb4zq2m1,1.72899E+02,-4.37240E+01,7.66569E-02,1.34891E+00,1.64340E-01,1.37042E+00,1.50954E-01,1.36063E+00,1.02807E-01,1.37299E+00,7.35713E-02,1.37726E+00,4.83005E-02,1.37789E+00,2.68506E-02,1.36101E+00
rb4zq87c,1.72908E+02,-4.37240E+01,7.50765E-02,1.34911E+00,1.60870E-01,1.37043E+00,1.47860E-01,1.36082E+00,1.00745E-01,1.37301E+00,7.21181E-02,1.37721E+00,4.73622E-02,1.37776E+00,2.63429E-02,1.36107E+00
rb4zqb63,1.72917E+02,-4.37240E+01,7.35433E-02,1.34933E+00,1.57504E-01,1.37047E+00,1.44859E-01,1.36103E+00,9.87455E-02,1.37303E+00,7.07083E-02,1.37716E+00,4.64519E-02,1.37762E+00,2.58501E-02,1.36113E+00
rb4zr02c,1.72926E+02,-4.37240E+01,7.20556E-02,1.34958E+00,1.54238E-01,1.37052E+00,1.41947E-01,1.36125E+00,9.68052E-02,1.37306E+00,6.93405E-02,1.37711E+00,4.55685E-02,1.37749E+00,2.53717E-02,1.36119E+00
rb4zr0r3,1.72935E+02,-4.37240E+01,7.06117E-02,1.34983E+00,1.51068E-01,1.37061E+00,1.39121E-01,1.36149E+00,9.49224E-02,1.37309E+00,6.80131E-02,1.37706E+00,4.47111E-02,1.37734E+00,2.49072E-02,1.36126E+00
rb4zr2mc,1.72944E+02,-4.37240E+01,6.92102E-02,1.35013E+00,1.47992E-01,1.37071E+00,1.36378E-01,1.36173E+00,9.30948E-02,1.37312E+00,6.67246E-02,1.37701E+00,4.38789E-02,1.37721E+00,2.44562E-02,1.36133E+00
rb4zr8k9,1.72953E+02,-4.37240E+01,6.78494E-02,1.35043E+00,1.45006E-01,1.37083E+00,1.33714E-01,1.36199E+00,9.13207E-02,1.37316E+00,6.54737E-02,1.37696E+00,4.30708E-02,1.37705E+00,2.40182E-02,1.36142E+00
rb4zrb71,1.72962E+02,-4.37240E+01,6.65229E-02,1.35076E+00,1.42095E-01,1.37097E+00,1.31118E-01,1.36227E+00,8.95914E-02,1.37319E+00,6.42545E-02,1.37691E+00,4.22830E-02,1.37690E+00,2.35910E-02,1.36151E+00
rb5p2039,1.72971E+02,-4.37240E+01,6.51976E-02,1.35112E+00,1.39187E-01,1.37114E+00,1.28525E-01,1.36256E+00,8.78638E-02,1.37323E+00,6.30364E-02,1.37685E+00,4.14959E-02,1.37673E+00,2.31641E-02,1.36159E+00
rb5p2221,1.72980E+02,-4.37240E+01,6.38726E-02,1.35151E+00,1.36280E-01,1.37133E+00,1.25932E-01,1.36287E+00,8.61369E-02,1.37327E+00,6.18186E-02,1.37680E+00,4.07090E-02,1.37657E+00,2.27372E-02,1.36170E+00
rb5p22q9,1.72989E+02,-4.37240E+01,6.25518E-02,1.35193E+00,1.33382E-01,1.37155E+00,1.23348E-01,1.36320E+00,8.44156E-02,1.37332E+00,6.06049E-02,1.37674E+00,3.99246E-02,1.37639E+00,2.23115E-02,1.36180E+00
rb5p28m3,1.72998E+02,-4.37240E+01,6.12390E-02,1.35239E+00,1.30502E-01,1.37180E+00,1.20779E-01,1.36356E+00,8.27048E-02,1.37337E+00,5.93985E-02,1.37668E+00,3.91448E-02,1.37620E+00,2.18882E-02,1.36192E+00
rb5p2b7c,1.73007E+02,-4.37240E+01,5.99371E-02,1.35289E+00,1.27647E-01,1.37207E+00,1.18232E-01,1.36393E+00,8.10085E-02,1.37342E+00,5.82023E-02,1.37662E+00,3.83716E-02,1.37600E+00,2.14683E-02,1.36205E+00
rb5p3063,1.73016E+02,-4.37240E+01,5.86490E-02,1.35341E+00,1.24822E-01,1.37237E+00,1.15712E-01,1.36432E+00,7.93304E-02,1.37347E+00,5.70188E-02,1.37656E+00,3.76065E-02,1.37580E+00,2.10528E-02,1.36218E+00
rb5p322c,1.73025E+02,-4.37240E+01,5.73772E-02,1.35397E+00,1.22033E-01,1.37269E+00,1.13223E-01,1.36474E+00,7.76736E-02,1.37353E+00,5.58503E-02,1.37649E+00,3.68510E-02,1.37559E+00,2.06423E-02,1.36232E+00
rb5p32r9,1.73034E+02,-4.37240E+01,5.61236E-02,1.33905E+00,1.19284E-01,1.34880E+00,1.10771E-01,1.34993E+00,7.60407E-02,1.35857E+00,5.46987E-02,1.36147E+00,3.61063E-02,1.36038E+00,2.02376E-02,1.34717E+00
rb5p38q1,1.73043E+02,-4.37240E+01,5.48900E-02,1.33969E+00,1.16580E-01,1.34919E+00,1.08358E-01,1.35040E+00,7.44340E-02,1.35863E+00,5.35655E-02,1.36140E+00,3.53736E-02,1.36015E+00,1.98392E-02,1.34734E+00
rb5p3bk9,1.73052E+02,-4.37240E+01,5.36779E-02,1.34039E+00,1.13923E-01,1.34961E+00,1.05987E-01,1.35088E+00,7.28555E-02,1.35870E+00,5.24520E-02,1.36134E+00,3.46535E-02,1.35991E+00,1.94477E-02,1.34753E+00
rb5p6071,1.73061E+02,-4.37240E+01,5.24884E-02,1.34110E+00,1.11316E-01,1.35006E+00,1.03661E-01,1.35139E+00,7.13066E-02,1.35878E+00,5.13594E-02,1.36126E+00,3.39469E-02,1.35967E+00,1.90633E-02,1.34771E+00
rb5p6239,1.73070E+02,-4.37240E+01,5.13225E-02,1.34186E+00,1.08761E-01,1.35054E+00,1.01380E-01,1.35190E+00,6.97885E-02,1.35886E+00,5.02886E-02,1.36119E+00,3.32542E-02,1.35940E+00,1.86865E-02,1.34790E+00
rb5p6823,1.73079E+02,-4.37240E+01,5.01810E-02,1.34267E+00,1.06260E-01,1.35104E+00,9.91478E-02,1.35245E+00,6.83023E-02,1.35895E+00,4.92401E-02,1.36113E+00,3.25759E-02,1.35914E+00,1.83174E-02,1.34812E+00
rb5p68qc,1.73088E+02,-4.37240E+01,4.90644E-02,1.34350E+00,1.03814E-01,1.35157E+00,9.69641E-02,1.35301E+00,6.68485E-02,1.35904E+00,4.82146E-02,1.36107E+00,3.19125E-02,1.35889E+00,1.79562E-02,1.34833E+00
