#,,"generated_by='OpenQuake engine 3.24.1', start_date='2026-03-04T10:33:37', checksum=3862909754"
custom_site_id,lon,lat
rb4y12cq,172.67400,-43.94000
rb4y12zy,172.68300,-43.94000
rb4y18yq,172.69200,-43.94000
rb4y1bvn,172.70100,-43.94000
rb4y40gw,172.71000,-43.94000
rb4y42fn,172.71900,-43.94000
rb4y48bw,172.72800,-43.94000
rb4y48zn,172.73700,-43.94000
rb4y4bvy,172.74600,-43.94000
rb4y50uq,172.75500,-43.94000
rb4y52fy,172.76400,-43.94000
rb4y58cq,172.77300,-43.94000
rb4y5bbn,172.78200,-43.94000
rb4y5byw,172.79100,-43.94000
rb4yh0vn,172.80000,-43.94000
rb4yh2gw,172.80900,-43.94000
rb4yh8fn,172.81800,-43.94000
rb4yhbby,172.82700,-43.94000
rb4yhbzq,172.83600,-43.94000
rb4yj0vy,172.84500,-43.94000
rb4yj2uq,172.85400,-43.94000
rb4yj8fy,172.86300,-43.94000
rb4yjbcw,172.87200,-43.94000
rb4yn0bn,172.88100,-43.94000
rb4yn0yw,172.89000,-43.94000
rb4yn2vn,172.89900,-43.94000
rb4yn8gy,172.90800,-43.94000
rb4ynbfq,172.91700,-43.94000
rb4yp0by,172.92600,-43.94000
rb4yp0zq,172.93500,-43.94000
rb4yp2vy,172.94400,-43.94000
rb4yp8uw,172.95300,-43.94000
rb4ypbgn,172.96200,-43.94000
rb5n00cw,172.97100,-43.94000
rb5n02bn,172.98000,-43.94000
rb5n02yw,172.98900,-43.94000
rb5n08vq,172.99800,-43.94000
rb5n0bgy,173.00700,-43.94000
rb5n10fq,173.01600,-43.94000
rb5n12by,173.02500,-43.94000
rb5n12zw,173.03400,-43.94000
rb5n18yn,173.04300,-43.94000
rb5n1buw,173.05200,-43.94000
rb5n40gn,173.06100,-43.94000
rb5n42cw,173.07000,-43.94000
rb5n48bq,173.07900,-43.94000
rb5n48yy,173.08800,-43.94000
rb5n4bvq,173.09700,-43.94000
rb5n50gy,173.10600,-43.94000
rb5n52fq,173.11500,-43.94000
rb5n58cn,173.12400,-43.94000
rb5n58zw,173.13300,-43.94000
rb5n5byn,173.14200,-43.94000
rb5nh0uw,173.15100,-43.94000
rb5nh2gq,173.16000,-43.94000
rb5nh8cy,173.16900,-43.94000
rb5nhbbq,173.17800,-43.94000
rb5nhbyy,173.18700,-43.94000
rb5nj0vq,173.19600,-43.94000
rb5nj2un,173.20500,-43.94000
rb5nj8fw,173.21400,-43.94000
rb5njbcn,173.22300,-43.94000
rb5njbzw,173.23200,-43.94000
rb5nn0yn,173.24100,-43.94000
rb5nn2uy,173.25000,-43.94000
rb5nn8gq,173.25900,-43.94000
rb5nnbcy,173.26800,-43.94000
rb5np0bq,173.27700,-43.94000
rb5np0zn,173.28600,-43.94000
rb5np2vw,173.29500,-43.94000
rb5np8un,173.30400,-43.94000
rb5npbfw,173.31300,-43.94000
rb5q00cn,173.32200,-43.94000
rb5q00zy,173.33100,-43.94000
rb5q02yq,173.34000,-43.94000
rb5q08uy,173.34900,-43.94000
rb5q0bgq,173.35800,-43.94000
rb5q10cy,173.36700,-43.94000
rb5q12bw,173.37600,-43.94000
rb5q12zn,173.38500,-43.94000
rb5q18vw,173.39400,-43.94000
rb4qjdeg,172.16100,-43.93100
rb4qjfd7,172.17000,-43.93100
rb4qn48g,172.17900,-43.93100
rb4qn4x7,172.18800,-43.93100
rb4qn6w5,172.19700,-43.93100
rb4qndse,172.20600,-43.93100
rb4qnfe5,172.21500,-43.93100
rb4qp49e,172.22400,-43.93100
rb4qp685,172.23300,-43.93100
rb4qp6wg,172.24200,-43.93100
rb4qpdt7,172.25100,-43.93100
rb4qpfeg,172.26000,-43.93100
rb4w04d7,172.26900,-43.93100
rb4w0695,172.27800,-43.93100
rb4w06xe,172.28700,-43.93100
rb4w0dw5,172.29600,-43.93100
rb4w0fse,172.30500,-43.93100
rb4w14e5,172.31400,-43.93100
rb4w169g,172.32300,-43.93100
rb4w1d87,172.33200,-43.93100
rb4w1dwg,172.34100,-43.93100
rb4w1ft7,172.35000,-43.93100
rb4w44eg,172.35900,-43.93100
rb4w46de,172.36800,-43.93100
rb4w4d95,172.37700,-43.93100
rb4w4dxe,172.38600,-43.93100
rb4w4fw5,172.39500,-43.93100
rb4w54sg,172.40400,-43.93100
rb4w56e7,172.41300,-43.93100
rb4w5d9g,172.42200,-43.93100
rb4w5f87,172.43100,-43.93100
rb4w5fwg,172.44000,-43.93100
rb4wh4te,172.44900,-43.93100
rb4wh6s5,172.45800,-43.93100
rb4whdde,172.46700,-43.93100
rb4whf95,172.47600,-43.93100
rb4whfxe,172.48500,-43.93100
rb4wj4w7,172.49400,-43.93100
rb4wj6sg,172.50300,-43.93100
rb4wjde7,172.51200,-43.93100
rb4wjf9g,172.52100,-43.93100
rb4wn48e,172.53000,-43.93100
rb4wn4x5,172.53900,-43.93100
rb4wn6te,172.54800,-43.93100
rb4wnds5,172.55700,-43.93100
rb4wnfde,172.56600,-43.93100
rb4wp497,172.57500,-43.93100
rb4wp4xg,172.58400,-43.93100
rb4wp6w7,172.59300,-43.93100
rb4wpdsg,172.60200,-43.93100
rb4wpfe7,172.61100,-43.93100
rb4y04d5,172.62000,-43.93100
rb4y068e,172.62900,-43.93100
rb4y06x5,172.63800,-43.93100
rb4y0dte,172.64700,-43.93100
rb4y0fs7,172.65600,-43.93100
rb4y14dg,172.66500,-43.93100
rb4y1697,172.67400,-43.93100
rb4y16xg,172.68300,-43.93100
rb4y1dw7,172.69200,-43.93100
rb4y1ft5,172.70100,-43.93100
rb4y44ee,172.71000,-43.93100
rb4y46d5,172.71900,-43.93100
rb4y4d8e,172.72800,-43.93100
rb4y4dx5,172.73700,-43.93100
rb4y4ftg,172.74600,-43.93100
rb4y54s7,172.75500,-43.93100
rb4y56dg,172.76400,-43.93100
rb4y5d97,172.77300,-43.93100
rb4y5f85,172.78200,-43.93100
rb4y5fwe,172.79100,-43.93100
rb4yh4t5,172.80000,-43.93100
rb4yh6ee,172.80900,-43.93100
rb4yhdd5,172.81800,-43.93100
rb4yhf8g,172.82700,-43.93100
rb4yhfx7,172.83600,-43.93100
rb4yj4tg,172.84500,-43.93100
rb4yj6s7,172.85400,-43.93100
rb4yjddg,172.86300,-43.93100
rb4yjf9e,172.87200,-43.93100
rb4yn485,172.88100,-43.93100
rb4yn4we,172.89000,-43.93100
rb4yn6t5,172.89900,-43.93100
rb4yndeg,172.90800,-43.93100
rb4ynfd7,172.91700,-43.93100
rb4yp48g,172.92600,-43.93100
rb4yp4x7,172.93500,-43.93100
rb4yp6tg,172.94400,-43.93100
rb4ypdse,172.95300,-43.93100
rb4ypfe5,172.96200,-43.93100
rb5n049e,172.97100,-43.93100
rb5n0685,172.98000,-43.93100
rb5n06we,172.98900,-43.93100
rb5n0dt7,172.99800,-43.93100
rb5n0feg,173.00700,-43.93100
rb5n14d7,173.01600,-43.93100
rb5n168g,173.02500,-43.93100
rb5n16xe,173.03400,-43.93100
rb5n1dw5,173.04300,-43.93100
rb5n1fse,173.05200,-43.93100
rb5n44e5,173.06100,-43.93100
rb5n469e,173.07000,-43.93100
rb5n4d87,173.07900,-43.93100
rb5n4dwg,173.08800,-43.93100
rb5n4ft7,173.09700,-43.93100
rb5n54eg,173.10600,-43.93100
rb5n56d7,173.11500,-43.93100
rb5n5d95,173.12400,-43.93100
rb5n5dxe,173.13300,-43.93100
rb5n5fw5,173.14200,-43.93100
rb5nh4se,173.15100,-43.93100
rb5nh6e7,173.16000,-43.93100
rb5nhd9g,173.16900,-43.93100
rb5nhf87,173.17800,-43.93100
rb5nhfwg,173.18700,-43.93100
rb5nj4t7,173.19600,-43.93100
rb5nj6s5,173.20500,-43.93100
rb5njdde,173.21400,-43.93100
rb5njf95,173.22300,-43.93100
rb5njfxe,173.23200,-43.93100
rb5nn4w5,173.24100,-43.93100
rb5nn6sg,173.25000,-43.93100
rb5nnde7,173.25900,-43.93100
rb5nnf9g,173.26800,-43.93100
rb5np487,173.27700,-43.93100
rb5np4x5,173.28600,-43.93100
rb5np6te,173.29500,-43.93100
rb5npds5,173.30400,-43.93100
rb5npfde,173.31300,-43.93100
rb5q0495,173.32200,-43.93100
rb5q04xg,173.33100,-43.93100
rb5q06w7,173.34000,-43.93100
rb5q0dsg,173.34900,-43.93100
rb5q0fe7,173.35800,-43.93100
rb5q149g,173.36700,-43.93100
rb5q168e,173.37600,-43.93100
rb5q16x5,173.38500,-43.93100
rb5q1dte,173.39400,-43.93100
rb4qjs5z,172.16100,-43.92200
rb4qju4r,172.17000,-43.92200
rb4qnh0z,172.17900,-43.92200
rb4qnhpr,172.18800,-43.92200
rb4qnknp,172.19700,-43.92200
rb4qnshx,172.20600,-43.92200
rb4qnu5p,172.21500,-43.92200
rb4qph1x,172.22400,-43.92200
rb4qpk0p,172.23300,-43.92200
rb4qpknz,172.24200,-43.92200
rb4qpsjr,172.25100,-43.92200
rb4qpu5z,172.26000,-43.92200
rb4w0h4r,172.26900,-43.92200
rb4w0k1p,172.27800,-43.92200
rb4w0kpx,172.28700,-43.92200
rb4w0snp,172.29600,-43.92200
rb4w0uhx,172.30500,-43.92200
rb4w1h5p,172.31400,-43.92200
rb4w1k1z,172.32300,-43.92200
rb4w1s0r,172.33200,-43.92200
rb4w1snz,172.34100,-43.92200
rb4w1ujr,172.35000,-43.92200
rb4w4h5z,172.35900,-43.92200
rb4w4k4x,172.36800,-43.92200
rb4w4s1p,172.37700,-43.92200
rb4w4spx,172.38600,-43.92200
rb4w4unp,172.39500,-43.92200
rb4w5hhz,172.40400,-43.92200
rb4w5k5r,172.41300,-43.92200
rb4w5s1z,172.42200,-43.92200
rb4w5u0r,172.43100,-43.92200
rb4w5unz,172.44000,-43.92200
rb4whhjx,172.44900,-43.92200
rb4whkhp,172.45800,-43.92200
rb4whs4x,172.46700,-43.92200
rb4whu1p,172.47600,-43.92200
rb4whupx,172.48500,-43.92200
rb4wjhnr,172.49400,-43.92200
rb4wjkhz,172.50300,-43.92200
rb4wjs5r,172.51200,-43.92200
rb4wju1z,172.52100,-43.92200
rb4wnh0x,172.53000,-43.92200
rb4wnhpp,172.53900,-43.92200
rb4wnkjx,172.54800,-43.92200
rb4wnshp,172.55700,-43.92200
rb4wnu4x,172.56600,-43.92200
rb4wph1r,172.57500,-43.92200
rb4wphpz,172.58400,-43.92200
rb4wpknr,172.59300,-43.92200
rb4wpshz,172.60200,-43.92200
rb4wpu5r,172.61100,-43.92200
rb4y0h4p,172.62000,-43.92200
rb4y0k0x,172.62900,-43.92200
rb4y0kpp,172.63800,-43.92200
rb4y0sjx,172.64700,-43.92200
rb4y0uhr,172.65600,-43.92200
rb4y1h4z,172.66500,-43.92200
rb4y1k1r,172.67400,-43.92200
rb4y1kpz,172.68300,-43.92200
rb4y1snr,172.69200,-43.92200
rb4y1ujp,172.70100,-43.92200
rb4y4h5x,172.71000,-43.92200
rb4y4k4p,172.71900,-43.92200
rb4y4s0x,172.72800,-43.92200
rb4y4spp,172.73700,-43.92200
rb4y4ujz,172.74600,-43.92200
rb4y5hhr,172.75500,-43.92200
rb4y5k4z,172.76400,-43.92200
rb4y5s1r,172.77300,-43.92200
rb4y5u0p,172.78200,-43.92200
rb4y5unx,172.79100,-43.92200
rb4yhhjp,172.80000,-43.92200
rb4yhk5x,172.80900,-43.92200
rb4yhs4p,172.81800,-43.92200
rb4yhu0z,172.82700,-43.92200
rb4yhupr,172.83600,-43.92200
rb4yjhjz,172.84500,-43.92200
rb4yjkhr,172.85400,-43.92200
rb4yjs4z,172.86300,-43.92200
rb4yju1x,172.87200,-43.92200
rb4ynh0p,172.88100,-43.92200
rb4ynhnx,172.89000,-43.92200
rb4ynkjp,172.89900,-43.92200
rb4yns5z,172.90800,-43.92200
rb4ynu4r,172.91700,-43.92200
rb4yph0z,172.92600,-43.92200
rb4yphpr,172.93500,-43.92200
rb4ypkjz,172.94400,-43.92200
rb4ypshx,172.95300,-43.92200
rb4ypu5p,172.96200,-43.92200
rb5n0h1x,172.97100,-43.92200
rb5n0k0p,172.98000,-43.92200
rb5n0knx,172.98900,-43.92200
rb5n0sjr,172.99800,-43.92200
rb5n0u5z,173.00700,-43.92200
rb5n1h4r,173.01600,-43.92200
rb5n1k0z,173.02500,-43.92200
rb5n1kpx,173.03400,-43.92200
rb5n1snp,173.04300,-43.92200
rb5n1uhx,173.05200,-43.92200
rb5n4h5p,173.06100,-43.92200
rb5n4k1x,173.07000,-43.92200
rb5n4s0r,173.07900,-43.92200
rb5n4snz,173.08800,-43.92200
rb5n4ujr,173.09700,-43.92200
rb5n5h5z,173.10600,-43.92200
rb5n5k4r,173.11500,-43.92200
rb5n5s1p,173.12400,-43.92200
rb5n5spx,173.13300,-43.92200
rb5n5unp,173.14200,-43.92200
rb5nhhhx,173.15100,-43.92200
rb5nhk5r,173.16000,-43.92200
rb5nhs1z,173.16900,-43.92200
rb5nhu0r,173.17800,-43.92200
rb5nhunz,173.18700,-43.92200
rb5njhjr,173.19600,-43.92200
rb5njkhp,173.20500,-43.92200
rb5njs4x,173.21400,-43.92200
rb5nju1p,173.22300,-43.92200
rb5njupx,173.23200,-43.92200
rb5nnhnp,173.24100,-43.92200
rb5nnkhz,173.25000,-43.92200
rb5nns5r,173.25900,-43.92200
rb5nnu1z,173.26800,-43.92200
rb5nph0r,173.27700,-43.92200
rb5nphpp,173.28600,-43.92200
rb5npkjx,173.29500,-43.92200
rb5npshp,173.30400,-43.92200
rb5npu4x,173.31300,-43.92200
rb5q0h1p,173.32200,-43.92200
rb5q0hpz,173.33100,-43.92200
rb5q0knr,173.34000,-43.92200
rb5q0shz,173.34900,-43.92200
rb5q0u5r,173.35800,-43.92200
rb5q1h1z,173.36700,-43.92200
rb5q1k0x,173.37600,-43.92200
rb5q1kpp,173.38500,-43.92200
rb5q1sjx,173.39400,-43.92200
rb4qjtgu,172.16100,-43.91300
rb4qjvfk,172.17000,-43.91300
rb4qnjbu,172.17900,-43.91300
rb4qnjzk,172.18800,-43.91300
rb4qnmyh,172.19700,-43.91300
rb4qntus,172.20600,-43.91300
rb4qnvgh,172.21500,-43.91300
rb4qpjcs,172.22400,-43.91300
rb4qpmbh,172.23300,-43.91300
rb4qpmyu,172.24200,-43.91300
rb4qptvk,172.25100,-43.91300
rb4qpvgu,172.26000,-43.91300
rb4w0jfk,172.26900,-43.91300
rb4w0mch,172.27800,-43.91300
rb4w0mzs,172.28700,-43.91300
rb4w0tyh,172.29600,-43.91300
rb4w0vus,172.30500,-43.91300
rb4w1jgh,172.31400,-43.91300
rb4w1mcu,172.32300,-43.91300
rb4w1tbk,172.33200,-43.91300
rb4w1tyu,172.34100,-43.91300
rb4w1vvk,172.35000,-43.91300
rb4w4jgu,172.35900,-43.91300
rb4w4mfs,172.36800,-43.91300
rb4w4tch,172.37700,-43.91300
rb4w4tzs,172.38600,-43.91300
rb4w4vyh,172.39500,-43.91300
rb4w5juu,172.40400,-43.91300
rb4w5mgk,172.41300,-43.91300
rb4w5tcu,172.42200,-43.91300
rb4w5vbk,172.43100,-43.91300
rb4w5vyu,172.44000,-43.91300
rb4whjvs,172.44900,-43.91300
rb4whmuh,172.45800,-43.91300
rb4whtfs,172.46700,-43.91300
rb4whvch,172.47600,-43.91300
rb4whvzs,172.48500,-43.91300
rb4wjjyk,172.49400,-43.91300
rb4wjmuu,172.50300,-43.91300
rb4wjtgk,172.51200,-43.91300
rb4wjvcu,172.52100,-43.91300
rb4wnjbs,172.53000,-43.91300
rb4wnjzh,172.53900,-43.91300
rb4wnmvs,172.54800,-43.91300
rb4wntuh,172.55700,-43.91300
rb4wnvfs,172.56600,-43.91300
rb4wpjck,172.57500,-43.91300
rb4wpjzu,172.58400,-43.91300
rb4wpmyk,172.59300,-43.91300
rb4wptuu,172.60200,-43.91300
rb4wpvgk,172.61100,-43.91300
rb4y0jfh,172.62000,-43.91300
rb4y0mbs,172.62900,-43.91300
rb4y0mzh,172.63800,-43.91300
rb4y0tvs,172.64700,-43.91300
rb4y0vuk,172.65600,-43.91300
rb4y1jfu,172.66500,-43.91300
rb4y1mck,172.67400,-43.91300
rb4y1mzu,172.68300,-43.91300
rb4y1tyk,172.69200,-43.91300
rb4y1vvh,172.70100,-43.91300
rb4y4jgs,172.71000,-43.91300
rb4y4mfh,172.71900,-43.91300
rb4y4tbs,172.72800,-43.91300
rb4y4tzh,172.73700,-43.91300
rb4y4vvu,172.74600,-43.91300
rb4y5juk,172.75500,-43.91300
rb4y5mfu,172.76400,-43.91300
rb4y5tck,172.77300,-43.91300
rb4y5vbh,172.78200,-43.91300
rb4y5vys,172.79100,-43.91300
rb4yhjvh,172.80000,-43.91300
rb4yhmgs,172.80900,-43.91300
rb4yhtfh,172.81800,-43.91300
rb4yhvbu,172.82700,-43.91300
rb4yhvzk,172.83600,-43.91300
rb4yjjvu,172.84500,-43.91300
rb4yjmuk,172.85400,-43.91300
rb4yjtfu,172.86300,-43.91300
rb4yjvcs,172.87200,-43.91300
rb4ynjbh,172.88100,-43.91300
rb4ynjys,172.89000,-43.91300
rb4ynmvh,172.89900,-43.91300
rb4yntgu,172.90800,-43.91300
rb4ynvfk,172.91700,-43.91300
rb4ypjbu,172.92600,-43.91300
rb4ypjzk,172.93500,-43.91300
rb4ypmvu,172.94400,-43.91300
rb4yptus,172.95300,-43.91300
rb4ypvgh,172.96200,-43.91300
rb5n0jcs,172.97100,-43.91300
rb5n0mbh,172.98000,-43.91300
rb5n0mys,172.98900,-43.91300
rb5n0tvk,172.99800,-43.91300
rb5n0vgu,173.00700,-43.91300
rb5n1jfk,173.01600,-43.91300
rb5n1mbu,173.02500,-43.91300
rb5n1mzs,173.03400,-43.91300
rb5n1tyh,173.04300,-43.91300
rb5n1vus,173.05200,-43.91300
rb5n4jgh,173.06100,-43.91300
rb5n4mcs,173.07000,-43.91300
rb5n4tbk,173.07900,-43.91300
rb5n4tyu,173.08800,-43.91300
rb5n4vvk,173.09700,-43.91300
rb5n5jgu,173.10600,-43.91300
rb5n5mfk,173.11500,-43.91300
rb5n5tch,173.12400,-43.91300
rb5n5tzs,173.13300,-43.91300
rb5n5vyh,173.14200,-43.91300
rb5nhjus,173.15100,-43.91300
rb5nhmgk,173.16000,-43.91300
rb5nhtcu,173.16900,-43.91300
rb5nhvbk,173.17800,-43.91300
rb5nhvyu,173.18700,-43.91300
rb5njjvk,173.19600,-43.91300
rb5njmuh,173.20500,-43.91300
rb5njtfs,173.21400,-43.91300
rb5njvch,173.22300,-43.91300
rb5njvzs,173.23200,-43.91300
rb5nnjyh,173.24100,-43.91300
rb5nnmuu,173.25000,-43.91300
rb5nntgk,173.25900,-43.91300
rb5nnvcu,173.26800,-43.91300
rb5npjbk,173.27700,-43.91300
rb5npjzh,173.28600,-43.91300
rb5npmvs,173.29500,-43.91300
rb5nptuh,173.30400,-43.91300
rb5npvfs,173.31300,-43.91300
rb5q0jch,173.32200,-43.91300
rb5q0jzu,173.33100,-43.91300
rb5q0myk,173.34000,-43.91300
rb5q0tuu,173.34900,-43.91300
rb5q0vgk,173.35800,-43.91300
rb5q1jcu,173.36700,-43.91300
rb5q1mbs,173.37600,-43.91300
rb5q1mzh,173.38500,-43.91300
rb5q1tvs,173.39400,-43.91300
rb4qjxeb,172.16100,-43.90400
rb4qjzd2,172.17000,-43.90400
rb4qnp8b,172.17900,-43.90400
rb4qnpx2,172.18800,-43.90400
rb4qnrw0,172.19700,-43.90400
rb4qnxs8,172.20600,-43.90400
rb4qnze0,172.21500,-43.90400
rb4qpp98,172.22400,-43.90400
rb4qpr80,172.23300,-43.90400
rb4qprwb,172.24200,-43.90400
rb4qpxt2,172.25100,-43.90400
rb4qpzeb,172.26000,-43.90400
rb4w0pd2,172.26900,-43.90400
rb4w0r90,172.27800,-43.90400
rb4w0rx8,172.28700,-43.90400
rb4w0xw0,172.29600,-43.90400
rb4w0zs8,172.30500,-43.90400
rb4w1pe0,172.31400,-43.90400
rb4w1r9b,172.32300,-43.90400
rb4w1x82,172.33200,-43.90400
rb4w1xwb,172.34100,-43.90400
rb4w1zt2,172.35000,-43.90400
rb4w4peb,172.35900,-43.90400
rb4w4rd8,172.36800,-43.90400
rb4w4x90,172.37700,-43.90400
rb4w4xx8,172.38600,-43.90400
rb4w4zw0,172.39500,-43.90400
rb4w5psb,172.40400,-43.90400
rb4w5re2,172.41300,-43.90400
rb4w5x9b,172.42200,-43.90400
rb4w5z82,172.43100,-43.90400
rb4w5zwb,172.44000,-43.90400
rb4whpt8,172.44900,-43.90400
rb4whrs0,172.45800,-43.90400
rb4whxd8,172.46700,-43.90400
rb4whz90,172.47600,-43.90400
rb4whzx8,172.48500,-43.90400
rb4wjpw2,172.49400,-43.90400
rb4wjrsb,172.50300,-43.90400
rb4wjxe2,172.51200,-43.90400
rb4wjz9b,172.52100,-43.90400
rb4wnp88,172.53000,-43.90400
rb4wnpx0,172.53900,-43.90400
rb4wnrt8,172.54800,-43.90400
rb4wnxs0,172.55700,-43.90400
rb4wnzd8,172.56600,-43.90400
rb4wpp92,172.57500,-43.90400
rb4wppxb,172.58400,-43.90400
rb4wprw2,172.59300,-43.90400
rb4wpxsb,172.60200,-43.90400
rb4wpze2,172.61100,-43.90400
rb4y0pd0,172.62000,-43.90400
rb4y0r88,172.62900,-43.90400
rb4y0rx0,172.63800,-43.90400
rb4y0xt8,172.64700,-43.90400
rb4y0zs2,172.65600,-43.90400
rb4y1pdb,172.66500,-43.90400
rb4y1r92,172.67400,-43.90400
rb4y1rxb,172.68300,-43.90400
rb4y1xw2,172.69200,-43.90400
rb4y1zt0,172.70100,-43.90400
rb4y4pe8,172.71000,-43.90400
rb4y4rd0,172.71900,-43.90400
rb4y4x88,172.72800,-43.90400
rb4y4xx0,172.73700,-43.90400
rb4y4ztb,172.74600,-43.90400
rb4y5ps2,172.75500,-43.90400
rb4y5rdb,172.76400,-43.90400
rb4y5x92,172.77300,-43.90400
rb4y5z80,172.78200,-43.90400
rb4y5zw8,172.79100,-43.90400
rb4yhpt0,172.80000,-43.90400
rb4yhre8,172.80900,-43.90400
rb4yhxd0,172.81800,-43.90400
rb4yhz8b,172.82700,-43.90400
rb4yhzx2,172.83600,-43.90400
rb4yjptb,172.84500,-43.90400
rb4yjrs2,172.85400,-43.90400
rb4yjxdb,172.86300,-43.90400
rb4yjz98,172.87200,-43.90400
rb4ynp80,172.88100,-43.90400
rb4ynpw8,172.89000,-43.90400
rb4ynrt0,172.89900,-43.90400
rb4ynxeb,172.90800,-43.90400
rb4ynzd2,172.91700,-43.90400
rb4ypp8b,172.92600,-43.90400
rb4yppx2,172.93500,-43.90400
rb4yprtb,172.94400,-43.90400
rb4ypxs8,172.95300,-43.90400
rb4ypze0,172.96200,-43.90400
rb5n0p98,172.97100,-43.90400
rb5n0r80,172.98000,-43.90400
rb5n0rw8,172.98900,-43.90400
rb5n0xt2,172.99800,-43.90400
rb5n0zeb,173.00700,-43.90400
rb5n1pd2,173.01600,-43.90400
rb5n1r8b,173.02500,-43.90400
rb5n1rx8,173.03400,-43.90400
rb5n1xw0,173.04300,-43.90400
rb5n1zs8,173.05200,-43.90400
rb5n4pe0,173.06100,-43.90400
rb5n4r98,173.07000,-43.90400
rb5n4x82,173.07900,-43.90400
rb5n4xwb,173.08800,-43.90400
rb5n4zt2,173.09700,-43.90400
rb5n5peb,173.10600,-43.90400
rb5n5rd2,173.11500,-43.90400
rb5n5x90,173.12400,-43.90400
rb5n5xx8,173.13300,-43.90400
rb5n5zw0,173.14200,-43.90400
rb5nhps8,173.15100,-43.90400
rb5nhre2,173.16000,-43.90400
rb5nhx9b,173.16900,-43.90400
rb5nhz82,173.17800,-43.90400
rb5nhzwb,173.18700,-43.90400
rb5njpt2,173.19600,-43.90400
rb5njrs0,173.20500,-43.90400
rb5njxd8,173.21400,-43.90400
rb5njz90,173.22300,-43.90400
rb5njzx8,173.23200,-43.90400
rb5nnpw0,173.24100,-43.90400
rb5nnrsb,173.25000,-43.90400
rb5nnxe2,173.25900,-43.90400
rb5nnz9b,173.26800,-43.90400
rb5npp82,173.27700,-43.90400
rb5nppx0,173.28600,-43.90400
rb5nprt8,173.29500,-43.90400
rb5npxs0,173.30400,-43.90400
rb5npzd8,173.31300,-43.90400
rb5q0p90,173.32200,-43.90400
rb5q0pxb,173.33100,-43.90400
rb5q0rw2,173.34000,-43.90400
rb5q0xsb,173.34900,-43.90400
rb5q0ze2,173.35800,-43.90400
rb5q1p9b,173.36700,-43.90400
rb5q1r88,173.37600,-43.90400
rb5q1rx0,173.38500,-43.90400
rb5q1xt8,173.39400,-43.90400
rb4qm95v,172.16100,-43.89500
rb4qmc4m,172.17000,-43.89500
rb4qq10v,172.17900,-43.89500
rb4qq1pm,172.18800,-43.89500
rb4qq3nj,172.19700,-43.89500
rb4qq9ht,172.20600,-43.89500
rb4qqc5j,172.21500,-43.89500
rb4qr11t,172.22400,-43.89500
rb4qr30j,172.23300,-43.89500
rb4qr3nv,172.24200,-43.89500
rb4qr9jm,172.25100,-43.89500
rb4qrc5v,172.26000,-43.89500
rb4w214m,172.26900,-43.89500
rb4w231j,172.27800,-43.89500
rb4w23pt,172.28700,-43.89500
rb4w29nj,172.29600,-43.89500
rb4w2cht,172.30500,-43.89500
rb4w315j,172.31400,-43.89500
rb4w331v,172.32300,-43.89500
rb4w390m,172.33200,-43.89500
rb4w39nv,172.34100,-43.89500
rb4w3cjm,172.35000,-43.89500
rb4w615v,172.35900,-43.89500
rb4w634t,172.36800,-43.89500
rb4w691j,172.37700,-43.89500
rb4w69pt,172.38600,-43.89500
rb4w6cnj,172.39500,-43.89500
rb4w71hv,172.40400,-43.89500
rb4w735m,172.41300,-43.89500
rb4w791v,172.42200,-43.89500
rb4w7c0m,172.43100,-43.89500
rb4w7cnv,172.44000,-43.89500
rb4wk1jt,172.44900,-43.89500
rb4wk3hj,172.45800,-43.89500
rb4wk94t,172.46700,-43.89500
rb4wkc1j,172.47600,-43.89500
rb4wkcpt,172.48500,-43.89500
rb4wm1nm,172.49400,-43.89500
rb4wm3hv,172.50300,-43.89500
rb4wm95m,172.51200,-43.89500
rb4wmc1v,172.52100,-43.89500
rb4wq10t,172.53000,-43.89500
rb4wq1pj,172.53900,-43.89500
rb4wq3jt,172.54800,-43.89500
rb4wq9hj,172.55700,-43.89500
rb4wqc4t,172.56600,-43.89500
rb4wr11m,172.57500,-43.89500
rb4wr1pv,172.58400,-43.89500
rb4wr3nm,172.59300,-43.89500
rb4wr9hv,172.60200,-43.89500
rb4wrc5m,172.61100,-43.89500
rb4y214j,172.62000,-43.89500
rb4y230t,172.62900,-43.89500
rb4y23pj,172.63800,-43.89500
rb4y29jt,172.64700,-43.89500
rb4y2chm,172.65600,-43.89500
rb4y314v,172.66500,-43.89500
rb4y331m,172.67400,-43.89500
rb4y33pv,172.68300,-43.89500
rb4y39nm,172.69200,-43.89500
rb4y3cjj,172.70100,-43.89500
rb4y615t,172.71000,-43.89500
rb4y634j,172.71900,-43.89500
rb4y690t,172.72800,-43.89500
rb4y69pj,172.73700,-43.89500
rb4y6cjv,172.74600,-43.89500
rb4y71hm,172.75500,-43.89500
rb4y734v,172.76400,-43.89500
rb4y791m,172.77300,-43.89500
rb4y7c0j,172.78200,-43.89500
rb4y7cnt,172.79100,-43.89500
rb4yk1jj,172.80000,-43.89500
rb4yk35t,172.80900,-43.89500
rb4yk94j,172.81800,-43.89500
rb4ykc0v,172.82700,-43.89500
rb4ykcpm,172.83600,-43.89500
rb4ym1jv,172.84500,-43.89500
rb4ym3hm,172.85400,-43.89500
rb4ym94v,172.86300,-43.89500
rb4ymc1t,172.87200,-43.89500
rb4yq10j,172.88100,-43.89500
rb4yq1nt,172.89000,-43.89500
