#,,,,,,,,"generated_by='OpenQuake engine 3.24.1', start_date='2026-03-04T10:33:37', checksum=3862909754"
sids,lon,lat,depth,vs30,vs30measured,z1pt0,z2pt5,custom_site_id
2423,172.85400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ym3hm
2424,172.86300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ym94v
2425,172.87200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ymc1t
2426,172.88100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq10j
2427,172.89000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq1nt
2428,172.89900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq3jj
2429,172.90800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq95v
2430,172.91700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yqc4m
2431,172.92600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr10v
2432,172.93500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr1pm
2433,172.94400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr3jv
2434,172.95300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr9ht
2435,172.96200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yrc5j
2436,172.97100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n211t
2437,172.98000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n230j
2438,172.98900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n23nt
2439,172.99800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n29jm
2440,173.00700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n2c5v
2441,173.01600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n314m
2442,173.02500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n330v
2443,173.03400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n33pt
2444,173.04300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n39nj
2445,173.05200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n3cht
2446,173.06100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n615j
2447,173.07000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n631t
2448,173.07900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n690m
2449,173.08800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n69nv
2450,173.09700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n6cjm
2451,173.10600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n715v
2452,173.11500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n734m
2453,173.12400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n791j
2454,173.13300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n79pt
2455,173.14200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n7cnj
2456,173.15100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nk1ht
2457,173.16000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nk35m
2458,173.16900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nk91v
2459,173.17800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nkc0m
2460,173.18700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nkcnv
2461,173.19600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nm1jm
2462,173.20500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nm3hj
2463,173.21400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nm94t
2464,173.22300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nmc1j
2465,173.23200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nmcpt
2466,173.24100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nq1nj
2467,173.25000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nq3hv
2468,173.25900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nq95m
2469,173.26800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nqc1v
2470,173.27700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr10m
2471,173.28600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr1pj
2472,173.29500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr3jt
2473,173.30400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr9hj
2474,173.31300,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nrc4t
2475,173.32200,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q211j
2476,173.33100,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q21pv
2477,173.34000,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q23nm
2478,173.34900,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q29hv
2479,173.35800,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q2c5m
2480,173.36700,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q311v
2481,173.37600,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q330t
2482,173.38500,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q33pj
2483,173.39400,-43.89500,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q39jt
2484,172.16100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qmdgc
2485,172.17000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qmff3
2486,172.17900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qq4bc
2487,172.18800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qq4z3
2488,172.19700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qq6y1
2489,172.20600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqdu9
2490,172.21500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqfg1
2491,172.22400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qr4c9
2492,172.23300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qr6b1
2493,172.24200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qr6yc
2494,172.25100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrdv3
2495,172.26000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrfgc
2496,172.26900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w24f3
2497,172.27800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w26c1
2498,172.28700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w26z9
2499,172.29600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2dy1
2500,172.30500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2fu9
2501,172.31400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w34g1
2502,172.32300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w36cc
2503,172.33200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3db3
2504,172.34100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3dyc
2505,172.35000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3fv3
2506,172.35900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w64gc
2507,172.36800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w66f9
2508,172.37700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6dc1
2509,172.38600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6dz9
2510,172.39500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6fy1
2511,172.40400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w74uc
2512,172.41300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w76g3
2513,172.42200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7dcc
2514,172.43100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7fb3
2515,172.44000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7fyc
2516,172.44900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wk4v9
2517,172.45800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wk6u1
2518,172.46700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkdf9
2519,172.47600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkfc1
2520,172.48500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkfz9
2521,172.49400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wm4y3
2522,172.50300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wm6uc
2523,172.51200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wmdg3
2524,172.52100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wmfcc
2525,172.53000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wq4b9
2526,172.53900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wq4z1
2527,172.54800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wq6v9
2528,172.55700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqdu1
2529,172.56600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqff9
2530,172.57500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wr4c3
2531,172.58400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wr4zc
2532,172.59300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wr6y3
2533,172.60200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrduc
2534,172.61100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrfg3
2535,172.62000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y24f1
2536,172.62900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y26b9
2537,172.63800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y26z1
2538,172.64700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2dv9
2539,172.65600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2fu3
2540,172.66500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y34fc
2541,172.67400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y36c3
2542,172.68300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y36zc
2543,172.69200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3dy3
2544,172.70100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3fv1
2545,172.71000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y64g9
2546,172.71900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y66f1
2547,172.72800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y6db9
2548,172.73700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y6dz1
2549,172.74600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y6fvc
2550,172.75500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y74u3
2551,172.76400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y76fc
2552,172.77300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y7dc3
2553,172.78200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y7fb1
2554,172.79100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y7fy9
2555,172.80000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yk4v1
2556,172.80900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yk6g9
2557,172.81800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ykdf1
2558,172.82700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ykfbc
2559,172.83600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ykfz3
2560,172.84500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ym4vc
2561,172.85400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ym6u3
2562,172.86300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ymdfc
2563,172.87200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4ymfc9
2564,172.88100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq4b1
2565,172.89000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq4y9
2566,172.89900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yq6v1
2567,172.90800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yqdgc
2568,172.91700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yqff3
2569,172.92600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr4bc
2570,172.93500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr4z3
2571,172.94400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yr6vc
2572,172.95300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yrdu9
2573,172.96200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4yrfg1
2574,172.97100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n24c9
2575,172.98000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n26b1
2576,172.98900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n26y9
2577,172.99800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n2dv3
2578,173.00700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n2fgc
2579,173.01600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n34f3
2580,173.02500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n36bc
2581,173.03400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n36z9
2582,173.04300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n3dy1
2583,173.05200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n3fu9
2584,173.06100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n64g1
2585,173.07000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n66c9
2586,173.07900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n6db3
2587,173.08800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n6dyc
2588,173.09700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n6fv3
2589,173.10600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n74gc
2590,173.11500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n76f3
2591,173.12400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n7dc1
2592,173.13300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n7dz9
2593,173.14200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5n7fy1
2594,173.15100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nk4u9
2595,173.16000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nk6g3
2596,173.16900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nkdcc
2597,173.17800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nkfb3
2598,173.18700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nkfyc
2599,173.19600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nm4v3
2600,173.20500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nm6u1
2601,173.21400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nmdf9
2602,173.22300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nmfc1
2603,173.23200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nmfz9
2604,173.24100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nq4y1
2605,173.25000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nq6uc
2606,173.25900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nqdg3
2607,173.26800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nqfcc
2608,173.27700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr4b3
2609,173.28600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr4z1
2610,173.29500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nr6v9
2611,173.30400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nrdu1
2612,173.31300,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5nrff9
2613,173.32200,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q24c1
2614,173.33100,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q24zc
2615,173.34000,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q26y3
2616,173.34900,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q2duc
2617,173.35800,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q2fg3
2618,173.36700,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q34cc
2619,173.37600,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q36b9
2620,173.38500,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q36z1
2621,173.39400,-43.88600,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb5q3dv9
2622,172.16100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qms7v
2623,172.17000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qmu6m
2624,172.17900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqh2v
2625,172.18800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqhrm
2626,172.19700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqkqj
2627,172.20600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqskt
2628,172.21500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qqu7j
2629,172.22400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrh3t
2630,172.23300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrk2j
2631,172.24200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrkqv
2632,172.25100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qrsmm
2633,172.26000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4qru7v
2634,172.26900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2h6m
2635,172.27800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2k3j
2636,172.28700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2krt
2637,172.29600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2sqj
2638,172.30500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w2ukt
2639,172.31400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3h7j
2640,172.32300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3k3v
2641,172.33200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3s2m
2642,172.34100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3sqv
2643,172.35000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w3umm
2644,172.35900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6h7v
2645,172.36800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6k6t
2646,172.37700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6s3j
2647,172.38600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6srt
2648,172.39500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w6uqj
2649,172.40400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7hkv
2650,172.41300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7k7m
2651,172.42200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7s3v
2652,172.43100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7u2m
2653,172.44000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4w7uqv
2654,172.44900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkhmt
2655,172.45800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkkkj
2656,172.46700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wks6t
2657,172.47600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wku3j
2658,172.48500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wkurt
2659,172.49400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wmhqm
2660,172.50300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wmkkv
2661,172.51200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wms7m
2662,172.52100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wmu3v
2663,172.53000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqh2t
2664,172.53900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqhrj
2665,172.54800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqkmt
2666,172.55700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqskj
2667,172.56600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wqu6t
2668,172.57500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrh3m
2669,172.58400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrhrv
2670,172.59300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrkqm
2671,172.60200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wrskv
2672,172.61100,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4wru7m
2673,172.62000,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2h6j
2674,172.62900,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2k2t
2675,172.63800,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2krj
2676,172.64700,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2smt
2677,172.65600,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y2ukm
2678,172.66500,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3h6v
2679,172.67400,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3k3m
2680,172.68300,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3krv
2681,172.69200,-43.87700,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb4y3sqm
