#,,,,,,,,"generated_by='OpenQuake engine 3.24.1', start_date='2026-03-04T10:33:37', checksum=3862909754"
sids,lon,lat,depth,vs30,vs30measured,z1pt0,z2pt5,custom_site_id
7536,172.91700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnvf2
7537,172.92600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpjbb
7538,172.93500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpjz2
7539,172.94400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpmvb
7540,172.95300,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bptu8
7541,172.96200,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpvg0
7542,172.97100,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700jc8
7543,172.98000,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700mb0
7544,172.98900,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700my8
7545,172.99800,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700tv2
7546,173.00700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700vgb
7547,173.01600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701jf2
7548,173.02500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701mbb
7549,173.03400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701mz8
7550,173.04300,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701ty0
7551,173.05200,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701vu8
7552,173.06100,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704jg0
7553,173.07000,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704mc8
7554,173.07900,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704tb2
7555,173.08800,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704tyb
7556,173.09700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704vv2
7557,173.10600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705jgb
7558,173.11500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705mf2
7559,173.12400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705tc0
7560,173.13300,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705tz8
7561,173.14200,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705vy0
7562,173.15100,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hju8
7563,173.16000,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hmg2
7564,173.16900,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70htcb
7565,173.17800,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hvb2
7566,173.18700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hvyb
7567,173.19600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jjv2
7568,173.20500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jmu0
7569,173.21400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jtf8
7570,173.22300,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jvc0
7571,173.23200,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jvz8
7572,173.24100,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70njy0
7573,173.25000,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70nmub
7574,173.25900,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70ntg2
7575,173.26800,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70nvcb
7576,173.27700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pjb2
7577,173.28600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pjz0
7578,173.29500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pmv8
7579,173.30400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70ptu0
7580,173.31300,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pvf8
7581,173.32200,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720jc0
7582,173.33100,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720jzb
7583,173.34000,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720my2
7584,173.34900,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720tub
7585,173.35800,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720vg2
7586,173.36700,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721jcb
7587,173.37600,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721mb8
7588,173.38500,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721mz0
7589,173.39400,-43.56200,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721tv8
7590,172.16100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62jx7v
7591,172.17000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62jz6m
7592,172.17900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62np2v
7593,172.18800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62nprm
7594,172.19700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62nrqj
7595,172.20600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62nxkt
7596,172.21500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62nz7j
7597,172.22400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62pp3t
7598,172.23300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62pr2j
7599,172.24200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62prqv
7600,172.25100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62pxmm
7601,172.26000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62pz7v
7602,172.26900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb680p6m
7603,172.27800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb680r3j
7604,172.28700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb680rrt
7605,172.29600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb680xqj
7606,172.30500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb680zkt
7607,172.31400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb681p7j
7608,172.32300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb681r3v
7609,172.33200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb681x2m
7610,172.34100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb681xqv
7611,172.35000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb681zmm
7612,172.35900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb684p7v
7613,172.36800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb684r6t
7614,172.37700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb684x3j
7615,172.38600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb684xrt
7616,172.39500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb684zqj
7617,172.40400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb685pkv
7618,172.41300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb685r7m
7619,172.42200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb685x3v
7620,172.43100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb685z2m
7621,172.44000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb685zqv
7622,172.44900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68hpmt
7623,172.45800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68hrkj
7624,172.46700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68hx6t
7625,172.47600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68hz3j
7626,172.48500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68hzrt
7627,172.49400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68jpqm
7628,172.50300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68jrkv
7629,172.51200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68jx7m
7630,172.52100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68jz3v
7631,172.53000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68np2t
7632,172.53900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68nprj
7633,172.54800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68nrmt
7634,172.55700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68nxkj
7635,172.56600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68nz6t
7636,172.57500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68pp3m
7637,172.58400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68pprv
7638,172.59300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68prqm
7639,172.60200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68pxkv
7640,172.61100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68pz7m
7641,172.62000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b0p6j
7642,172.62900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b0r2t
7643,172.63800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b0rrj
7644,172.64700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b0xmt
7645,172.65600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b0zkm
7646,172.66500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b1p6v
7647,172.67400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b1r3m
7648,172.68300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b1rrv
7649,172.69200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b1xqm
7650,172.70100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b1zmj
7651,172.71000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b4p7t
7652,172.71900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b4r6j
7653,172.72800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b4x2t
7654,172.73700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b4xrj
7655,172.74600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b4zmv
7656,172.75500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b5pkm
7657,172.76400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b5r6v
7658,172.77300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b5x3m
7659,172.78200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b5z2j
7660,172.79100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b5zqt
7661,172.80000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bhpmj
7662,172.80900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bhr7t
7663,172.81800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bhx6j
7664,172.82700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bhz2v
7665,172.83600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bhzrm
7666,172.84500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bjpmv
7667,172.85400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bjrkm
7668,172.86300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bjx6v
7669,172.87200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bjz3t
7670,172.88100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnp2j
7671,172.89000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnpqt
7672,172.89900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnrmj
7673,172.90800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnx7v
7674,172.91700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bnz6m
7675,172.92600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpp2v
7676,172.93500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpprm
7677,172.94400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bprmv
7678,172.95300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpxkt
7679,172.96200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bpz7j
7680,172.97100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700p3t
7681,172.98000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700r2j
7682,172.98900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700rqt
7683,172.99800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700xmm
7684,173.00700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb700z7v
7685,173.01600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701p6m
7686,173.02500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701r2v
7687,173.03400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701rrt
7688,173.04300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701xqj
7689,173.05200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb701zkt
7690,173.06100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704p7j
7691,173.07000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704r3t
7692,173.07900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704x2m
7693,173.08800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704xqv
7694,173.09700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb704zmm
7695,173.10600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705p7v
7696,173.11500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705r6m
7697,173.12400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705x3j
7698,173.13300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705xrt
7699,173.14200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb705zqj
7700,173.15100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hpkt
7701,173.16000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hr7m
7702,173.16900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hx3v
7703,173.17800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hz2m
7704,173.18700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70hzqv
7705,173.19600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jpmm
7706,173.20500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jrkj
7707,173.21400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jx6t
7708,173.22300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jz3j
7709,173.23200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70jzrt
7710,173.24100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70npqj
7711,173.25000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70nrkv
7712,173.25900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70nx7m
7713,173.26800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70nz3v
7714,173.27700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pp2m
7715,173.28600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pprj
7716,173.29500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70prmt
7717,173.30400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pxkj
7718,173.31300,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb70pz6t
7719,173.32200,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720p3j
7720,173.33100,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720prv
7721,173.34000,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720rqm
7722,173.34900,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720xkv
7723,173.35800,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb720z7m
7724,173.36700,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721p3v
7725,173.37600,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721r2t
7726,173.38500,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721rrj
7727,173.39400,-43.55300,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb721xmt
7728,172.16100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62m95c
7729,172.17000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62mc43
7730,172.17900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62q10c
7731,172.18800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62q1p3
7732,172.19700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62q3n1
7733,172.20600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62q9h9
7734,172.21500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62qc51
7735,172.22400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62r119
7736,172.23300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62r301
7737,172.24200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62r3nc
7738,172.25100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62r9j3
7739,172.26000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb62rc5c
7740,172.26900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb682143
7741,172.27800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb682311
7742,172.28700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6823p9
7743,172.29600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6829n1
7744,172.30500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb682ch9
7745,172.31400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb683151
7746,172.32300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68331c
7747,172.33200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb683903
7748,172.34100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6839nc
7749,172.35000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb683cj3
7750,172.35900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68615c
7751,172.36800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb686349
7752,172.37700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb686911
7753,172.38600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6869p9
7754,172.39500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb686cn1
7755,172.40400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6871hc
7756,172.41300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb687353
7757,172.42200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68791c
7758,172.43100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb687c03
7759,172.44000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb687cnc
7760,172.44900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68k1j9
7761,172.45800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68k3h1
7762,172.46700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68k949
7763,172.47600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68kc11
7764,172.48500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68kcp9
7765,172.49400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68m1n3
7766,172.50300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68m3hc
7767,172.51200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68m953
7768,172.52100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68mc1c
7769,172.53000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68q109
7770,172.53900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68q1p1
7771,172.54800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68q3j9
7772,172.55700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68q9h1
7773,172.56600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68qc49
7774,172.57500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68r113
7775,172.58400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68r1pc
7776,172.59300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68r3n3
7777,172.60200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68r9hc
7778,172.61100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb68rc53
7779,172.62000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b2141
7780,172.62900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b2309
7781,172.63800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b23p1
7782,172.64700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b29j9
7783,172.65600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b2ch3
7784,172.66500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b314c
7785,172.67400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b3313
7786,172.68300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b33pc
7787,172.69200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b39n3
7788,172.70100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b3cj1
7789,172.71000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b6159
7790,172.71900,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b6341
7791,172.72800,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b6909
7792,172.73700,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b69p1
7793,172.74600,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b6cjc
7794,172.75500,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b71h3
7795,172.76400,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b734c
7796,172.77300,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b7913
7797,172.78200,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b7c01
7798,172.79100,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6b7cn9
7799,172.80000,-43.54400,0.00000,7.60000E+02,0,1.00000E+02,5.00000E+00,rb6bk1j1
